date,category,title,article_count,clean_title,keywords
2025-06-02,total,"이재명, 강북구 유세서 '정권교체' 호소...""저 이재명에 투표해달라""",28,이재명 강북구 유세서 정권교체 호소 저 이재명에 투표해달라,"['이재명', '강북구', '정권', '교체', '호소', '투표', '해달']"
2025-06-02,total,"IBK기업은행, 베트남중앙은행으로부터 현지법인 설립절차 승인",22,IBK기업은행 베트남중앙은행으로부터 현지법인 설립절차 승인,"['기업은행', '베트남', '중앙은행', '현지', '법인', '설립', '절차', 'IBK']"
2025-06-02,total,"부산에서 '이재명 사법거래 의혹 관련 긴급 기자회견' ""이재명에게 사법부는 협조 가능한 정치 파트너, 이게 사법농단""",20,부산에서 이재명 사법거래 의혹 관련 긴급 기자회견 이재명에게 사법부는 협조 가능한 정치 파트너 이게 사법농단,"['부산', '이재명', '사법', '기자회견', '사법부', '협조', '정치', '파트너']"
2025-06-02,total,"한동훈 전 국민의힘 대표, '탄핵 반대 당론 무효화' 반대",20,한동훈 전 국민의힘 대표 탄핵 반대 당론 무효화 반대,"['한동훈', '탄핵', '당론', '무효']"
2025-06-02,total,"20대 대선보다 선거범죄 급증 2일 기준 2100명 적발, 8명 구속 대면형 범죄 급증...벽보훼손 1619건 달해",19,20대 대선보다 선거범죄 급증 2일 기준 2100명 적발 8명 구속 대면형 범죄 급증 벽보훼손 1619건 달해,"['20대', '대선', '선거범죄', '급증', '적발', '대면', '범죄', '벽보', '훼손']"
2025-06-02,total,이재명 '가족 의혹 제기 때문에 아들 취직도 못해',19,이재명 가족 의혹 제기 때문에 아들 취직도 못해,"['이재명', '가족', '때문', '아들', '취직']"
2025-06-02,total,"경기도, 현금없는 버스 시범운영",18,경기도 현금없는 버스 시범운영,"['경기도', '현금', '버스', '시범', '운영']"
2025-06-13,total,"트럼프, 이스라엘의 이란 공습 알고 있었다",87,트럼프 이스라엘의 이란 공습 알고 있었다,"['트럼프', '이스라엘', '이란', '공습']"
2025-06-13,total,"이재명 대통령, 오광수 민정수석 사의 수용",39,이재명 대통령 오광수 민정수석 사의 수용,"['이재명', '대통령', '오광수', '민정', '수석', '수용']"
2025-06-13,total,"팀네이버, 모로코에 초대형 AI 데이터센터 구축",36,팀네이버 모로코에 초대형 AI 데이터센터 구축,"['네이버', '모로코', 'AI']"
2025-06-13,total,"현대차그룹, 자율주행 합작법인 '모셔널' 새 사장에 로라 메이저 선임",25,현대차그룹 자율주행 합작법인 모셔널 새 사장에 로라 메이저 선임,"['현대차', '자율', '주행', '합작', '법인', '사장', '로라', '메이저', '선임']"
2025-06-13,total,3기 신도시 남양주왕숙지구에 6000억 규모 카카오 데이터센터 들어선다,24,3기 신도시 남양주왕숙지구에 6000억 규모 카카오 데이터센터 들어선다,"['신도시', '남양주', '왕숙', '카카오']"
2025-06-13,total,경의중앙선 서울 가좌역과 신촌역 구간 사다리차 전도돼 양방향 열차 통행 중단,24,경의중앙선 서울 가좌역과 신촌역 구간 사다리차 전도돼 양방향 열차 통행 중단,"['경의', '중앙선', '가좌역', '신촌역', '구간', '사다', '리차', '전도', '열차', '통행']"
2025-06-13,total,풀무원 빵으로 인한 집단 식중독 사태 전국 확산,23,풀무원 빵으로 인한 집단 식중독 사태 전국 확산,"['풀무원', '집단', '식중독']"
2025-06-13,total,"NH투자증권, 패밀리 오피스 가입 고객 대상 '익스클루시브 패밀리 오피스 세미나' 개최",21,NH투자증권 패밀리 오피스 가입 고객 대상 익스클루시브 패밀리 오피스 세미나 개최,"['NH투자증권', '패밀리', '오피스', '가입', '고객', '익스', '클루', '시브', '세미나', 'NH']"
2025-06-13,total,"경기도경제과학진흥원, 한국 파스퇴르 연구소와 유럽 시장 진출 컨설팅 추진",20,경기도경제과학진흥원 한국 파스퇴르 연구소와 유럽 시장 진출 컨설팅 추진,"['경기도', '과학', '진흥원', '파스퇴르', '연구소', '유럽', '컨설팅']"
2025-06-13,total,"이재명 대통령, 5대 그룹 총수 및 경제 6단체장과 경제인 간담회 개최",20,이재명 대통령 5대 그룹 총수 및 경제 6단체장과 경제인 간담회 개최,"['이재명', '대통령', '총수', '단체장', '경제인', '간담회']"
2025-06-12,total,"민주, 3대 특검 후보 조은석·민중기·이윤제 추천",42,민주 3대 특검 후보 조은석 민중기 이윤제 추천,"['민주', '특검', '조은', '민중', '윤제', '추천']"
2025-06-12,total,"삼성전자, 똑똑해진 가정용 시스템에어컨 앞세워 동남아 공조 시장 공략",34,삼성전자 똑똑해진 가정용 시스템에어컨 앞세워 동남아 공조 시장 공략,"['삼성전자', '가정', '에어컨', '동남아', '공조', '공략']"
2025-06-12,total,이재명 대통령 아들 결혼식 테러 모의 50대 남성 검거,33,이재명 대통령 아들 결혼식 테러 모의 50대 남성 검거,"['이재명', '대통령', '아들', '결혼식', '테러', '남성', '검거']"
2025-06-12,total,"이재명 대통령, 끄엉 끄엉 베트남 주석과 통화...전략적 협력 확대",32,이재명 대통령 끄엉 끄엉 베트남 주석과 통화 전략적 협력 확대,"['이재명', '대통령', '베트남', '주석', '통화']"
2025-06-12,total,"유한양행, MSCI ESG 평가 AA등급 획득",30,유한양행 MSCI ESG 평가 AA등급 획득,"['유한양행', '등급', '획득', 'MSCI', 'ESG', 'AA']"
2025-06-12,total,방탄소년단(BTS) 정국 자택 침입 시도 중국인 여성 체포,28,방탄소년단 BTS 정국 자택 침입 시도 중국인 여성 체포,"['방탄소년단', '정국', '자택', '침입', '시도', '중국인', '여성', 'BTS']"
2025-06-12,total,"국민의힘 권성동 원내대표, 오늘 퇴임 기자회견",24,국민의힘 권성동 원내대표 오늘 퇴임 기자회견,"['권성동', '퇴임', '기자회견']"
2025-06-12,total,"SK바이오팜, 첫 단독 부스 참가…글로벌 시장 공략 가속",23,SK바이오팜 첫 단독 부스 참가 글로벌 시장 공략 가속,"['바이오', '부스', '공략', '가속', 'SK']"
2025-06-12,total,"LS일렉트릭, 신재생에너지 솔루션 기업과 북미 시장 공략",22,LS일렉트릭 신재생에너지 솔루션 기업과 북미 시장 공략,"['일렉트릭', '재생', '에너지', '솔루션', '북미', '공략', 'LS']"
2025-06-12,total,"조주빈, 미성년자 성폭행 사건 2심서도 징역 5년",21,조주빈 미성년자 성폭행 사건 2심서도 징역 5년,"['조주', '미성년자', '성폭행', '서도', '징역']"
2025-06-11,total,"삼성SDI, 독일 테스볼트와 공급 계약 체결 하반기 이후 추가 수주 가능성 ""안전성·품질 등 최고 수준, 유럽 시장 공략 가속""",42,삼성SDI 독일 테스볼트와 공급 계약 체결 하반기 이후 추가 수주 가능성 안전성 품질 등 최고 수준 유럽 시장 공략 가속,"['삼성SDI', '독일', '테스', '볼트', '안전', '품질', '유럽', '공략', '가속', 'SDI']"
2025-06-11,total,"이석희 SK온 대표, 카이스트서 특강 '배터리 산업 미래는 기술 인재에 달려",34,이석희 SK온 대표 카이스트서 특강 배터리 산업 미래는 기술 인재에 달려,"['이석희', '카이스트', '특강', '배터리', '미래', '인재', 'SK']"
2025-06-11,total,"정용진 신세계그룹 회장, 허위사실 유포 강력한 법적 대응 예고",32,정용진 신세계그룹 회장 허위사실 유포 강력한 법적 대응 예고,"['정용진', '신세계그룹', '허위', '유포', '예고']"
2025-06-11,total,"한국 KF-16 전투기, 미국 알래스카서 비상탈출 사고",27,한국 KF 16 전투기 미국 알래스카서 비상탈출 사고,"['전투기', '미국', '알래스카', '비상', '탈출', 'KF']"
2025-06-11,total,"이재명 대통령, 가성비 높은 대통령 시계 제작 지시",26,이재명 대통령 가성비 높은 대통령 시계 제작 지시,"['이재명', '대통령', '성비', '시계', '제작', '지시']"
2025-06-11,total,도와 22개 시·군 공공·민간기록물 전문적 보존·관리,24,도와 22개 시 군 공공 민간기록물 전문적 보존 관리,"['시 구', '공공', '민간', '기록물', '전문', '보존']"
2025-06-11,total,"광주, 시민 주도형 보행환경 개선사업 추진… ""지속 가능한 광주 만들 것""",23,광주 시민 주도형 보행환경 개선사업 추진 지속 가능한 광주 만들 것,"['광주', '시민', '주도', '보행', '환경']"
2025-06-11,total,학생에 의한 교사 폭행·총기난사까지...교권침해 심각,22,학생에 의한 교사 폭행 총기난사까지 교권침해 심각,"['학생', '교사', '폭행', '총기', '난사', '교권', '침해']"
2025-06-11,total,"대명소노그룹, 공정위 기업결합 심사 승인 얻어 티웨이항공 품에 안는다",22,대명소노그룹 공정위 기업결합 심사 승인 얻어 티웨이항공 품에 안는다,"['대명', '공정위', '기업결합', '티웨이항공']"
2025-06-11,total,방탄소년단 지민·정국 전역 '방탄소년단 완전체로 온다',21,방탄소년단 지민 정국 전역 방탄소년단 완전체로 온다,"['방탄소년단', '지민', '정국', '전역', '완전체']"
2025-06-10,total,"이재명 대통령, ""국민들에게 '잘 뽑았다'는 효능감 줄 것""",101,이재명 대통령 국민들에게 잘 뽑았다 는 효능감 줄 것,"['이재명', '대통령', '효능']"
2025-06-10,total,"이재명 대통령, 시진핑 주석과 첫 정상통화",49,이재명 대통령 시진핑 주석과 첫 정상통화,"['이재명', '대통령', '시진핑', '주석', '정상', '통화']"
2025-06-10,total,"셀트리온, 바이오USA에서 글로벌 파트너십 강화",48,셀트리온 바이오USA에서 글로벌 파트너십 강화,"['셀트리온', '바이오', 'USA', '파트너십']"
2025-06-10,total,조계사 불교박물관 불…인명 피해는 없어,39,조계사 불교박물관 불 인명 피해는 없어,"['조계사', '불교', '박물관', '인명']"
2025-06-10,total,"법원, 李대통령 '대장동 재판'도 연기…기일 추후지정",33,법원 대통령 대장동 재판 도 연기 기일 추후지정,"['대통령', '대장동', '연기', '추후', '지정']"
2025-06-10,total,대구 달서구 한 가정집에서 50대 여성 흉기 피습 사망,29,대구 달서구 한 가정집에서 50대 여성 흉기 피습 사망,"['대구', '달서구', '가정집', '여성', '흉기', '피습', '사망']"
2025-06-10,total,"우상호 정무수석, 우원식 국회의장 접견…여야 지도부 예방",27,우상호 정무수석 우원식 국회의장 접견 여야 지도부 예방,"['우상호', '정무', '수석', '우원식', '의장', '지도부']"
2025-06-10,total,고양 K-컬처밸리 민간공모에 4개사 참여,24,고양 K 컬처밸리 민간공모에 4개사 참여,"['고양', '컬처', '밸리', '민간', '공모', '개사']"
2025-06-10,total,K-2 소총을 차 안에 그대로 둔 채로 렌터카를 반납했다가 사흘 뒤 민간인에 의해 소총이 발견되는 황당한 사고가 발생,22,K 2 소총을 차 안에 그대로 둔 채로 렌터카를 반납했다가 사흘 뒤 민간인에 의해 소총이 발견되는 황당한 사고가 발생,"['소총', '렌터카', '반납', '민간인', '발견']"
2025-06-10,total,"전남, 새 정부 국정과제 반영 건의과제 104건 발굴",22,전남 새 정부 국정과제 반영 건의과제 104건 발굴,"['전남', '국정', '과제', '반영', '건의', '발굴']"
2025-06-09,total,"윤석열 전 대통령, 12일 출석 소환 통보",58,윤석열 전 대통령 12일 출석 소환 통보,"['윤석열', '대통령']"
2025-06-09,total,"이재명 대통령, 이시바 일본 총리와 첫 통화...성숙한 한일 관계 만들어가기로",52,이재명 대통령 이시바 일본 총리와 첫 통화 성숙한 한일 관계 만들어가기로,"['이재명', '대통령', '시바', '일본', '통화', '성숙', '한일 관계']"
2025-06-09,total,"대통령실, 윤정부가 임명한 경호처 본부장 5명 전원 대기발령",46,대통령실 윤정부가 임명한 경호처 본부장 5명 전원 대기발령,"['대통령', '본부장', '전원', '대기발령']"
2025-06-09,total,"한국 창작 뮤지컬 '어쩌면 해피엔딩', 미국 토니어워즈 6관왕 석권",43,한국 창작 뮤지컬 어쩌면 해피엔딩 미국 토니어워즈 6관왕 석권,"['창작', '뮤지컬', '해피엔딩', '미국', '석권']"
2025-06-09,total,"서울고법, 이재명 대통령 공직선거법 사건 파기환송심 재판 연기",41,서울고법 이재명 대통령 공직선거법 사건 파기환송심 재판 연기,"['서울고법', '이재명', '대통령', '공직', '선거법', '연기']"
2025-06-09,total,"삼성전자, 유럽 전자레인지 시장 10년 연속 1위",40,삼성전자 유럽 전자레인지 시장 10년 연속 1위,"['삼성전자', '유럽', '전자레인지']"
2025-06-09,total,"경기도경제과학진흥원, 고용노동부 주관 평가서 'S등급' 획득",29,경기도경제과학진흥원 고용노동부 주관 평가서 S등급 획득,"['경기도', '과학', '진흥원', '고용', '노동부', '주관', '등급', '획득']"
2025-06-09,total,"이 변호한 이승엽 변호사, 헌법재판관 후임 검토에 공세 ""사법개혁 내세워 李 유죄여부 바꾸는 게 與집단지성인가"" ""어떤 게 이해충돌인지 이해가 안 간다는 대통령실이 이해 안 가""",28,이 변호한 이승엽 변호사 헌법재판관 후임 검토에 공세 사법개혁 내세워 유죄여부 바꾸는 게 집단지성인가 어떤 게 이해충돌인지 이해가 안 간다는 대통령실이 이해 안 가,"['변호', '이승엽', '변호사', '헌법재판', '후임', '공세', '사법', '개혁', '유죄', '여부', '집단', '지성', '이해충돌', '인지', '이해', '대통령']"
2025-06-09,total,"대구시, 소비자 외식 부담 완화 및 소상공인 지원 위한 공공배달앱 소비쿠폰 지급 행사 진행",25,대구시 소비자 외식 부담 완화 및 소상공인 지원 위한 공공배달앱 소비쿠폰 지급 행사 진행,"['대구시', '소비자', '외식', '부담', '소상', '공인', '쿠폰']"
2025-06-09,total,"대경경자청, 중동 해외 마케팅지원 무역사절단 참가기업 모집",25,대경경자청 중동 해외 마케팅지원 무역사절단 참가기업 모집,"['대경', '경자', '중동', '해외', '마케팅', '역사', '절단', '모집']"
2025-06-20,total,"이재명 대통령, 통일부 등 5개 부처 차관급 인사 단행",59,이재명 대통령 통일부 등 5개 부처 차관급 인사 단행,"['이재명', '대통령', '통일부', '부처', '단행']"
2025-06-20,total,"국정위, '공약 이행 계획 부실'' 檢 업무보고 중단",41,국정위 공약 이행 계획 부실 업무보고 중단,"['국정', '공약', '이행', '부실', '업무']"
2025-06-20,total,서울 호우주의보에 하천 29곳 통제,36,서울 호우주의보에 하천 29곳 통제,"['호우', '주의보', '하천', '통제']"
2025-06-20,total,"김건희 특검팀, 검사 28명 파견 요청",35,김건희 특검팀 검사 28명 파견 요청,"['김건희', '특검', '검사', '파견', '요청']"
2025-06-20,total,내란 특검보 6명 임명…수사 본격화,34,내란 특검보 6명 임명 수사 본격화,"['내란', '특검']"
2025-06-20,total,"경기도, 장마철 호우 대비 비상 1단계 발령",31,경기도 장마철 호우 대비 비상 1단계 발령,"['경기도', '장마철', '호우', '비상', '발령']"
2025-06-20,total,"현대차, 하반기 자동차 생산·R&D 등 기술인재 채용 실시",31,현대차 하반기 자동차 생산 R D 등 기술인재 채용 실시,"['현대차', '자동차', '인재', '채용']"
2025-06-20,total,접금금지 명령 종료 일주일만에 아내 찾아가 흉기 살해한 60대 구속,27,접금금지 명령 종료 일주일만에 아내 찾아가 흉기 살해한 60대 구속,"['금지', '명령', '아내', '흉기', '살해']"
2025-06-20,total,"두산에너빌리티, 3300억원 규모 영동양수발전소 건설사업 수주",23,두산에너빌리티 3300억원 규모 영동양수발전소 건설사업 수주,"['두산', '너비', '영동', '양수', '발전소', '건설']"
2025-06-20,total,"이종석 국정원장 청문보고 채택불발…野, 합의 파기",21,이종석 국정원장 청문보고 채택불발 합의 파기,"['이종석', '국정원장', '청문', '불발']"
2025-06-19,total,"조은석 특검, 12·3 비상계엄 관련 내란·외환 사건 수사 본격화",44,조은석 특검 12 3 비상계엄 관련 내란 외환 사건 수사 본격화,"['조은', '특검', '비상계엄', '내란', '외환']"
2025-06-19,total,"미국의 이란 공격 임박 관측 속 영국, 군사 지원 방안 검토",31,미국의 이란 공격 임박 관측 속 영국 군사 지원 방안 검토,"['미국', '이란', '공격', '임박', '영국', '군사']"
2025-06-19,total,"이재명 대통령, 22일 여야 지도부와 오찬 회동",31,이재명 대통령 22일 여야 지도부와 오찬 회동,"['이재명', '대통령', '지도부']"
2025-06-19,total,배달의민족 “1만원 이하 주문 중개 수수료 전액 면제”,28,배달의민족 1만원 이하 주문 중개 수수료 전액 면제,"['배달', '민족', '이하', '주문', '중개', '수수료', '전액', '면제']"
2025-06-19,total,"현대오토에버, 동반성장위 '협력사 ESG 지원사업' 참여",28,현대오토에버 동반성장위 협력사 ESG 지원사업 참여,"['현대오토에버', '동반', '장위', 'ESG']"
2025-06-19,total,"기아-지오영, PBV 활용 친환경 의약품 물류 생태계 조성 업무협약 체결",27,기아 지오영 PBV 활용 친환경 의약품 물류 생태계 조성 업무협약 체결,"['기아', '지오', '활용', '친환경', '의약품', '물류', '생태계', '조성', '업무', 'PBV']"
2025-06-19,total,"정부, 3000억 들여 고효율 가전 환급·태양광 융자 지원",27,정부 3000억 들여 고효율 가전 환급 태양광 융자 지원,"['효율', '가전', '환급', '태양광', '융자']"
2025-06-19,total,"기아, K5·K8 연식변경 모델 'The 2026 K5·K8' 출시",24,기아 K5 K8 연식변경 모델 The 2026 K5 K8 출시,"['기아 K5', '연식', '변경', '모델', 'K5', 'THE']"
2025-06-19,total,"미국인 과반, 이스라엘-이란 충돌에 미군 개입 반대",23,미국인 과반 이스라엘 이란 충돌에 미군 개입 반대,"['미국인', '과반', '이스라엘', '이란', '충돌', '미군', '개입']"
2025-06-19,total,"국정위 ""정부 업무 보고 매우 실망…다시 받는 수준으로 진행""",22,국정위 정부 업무 보고 매우 실망 다시 받는 수준으로 진행,"['국정', '업무', '실망']"
2025-06-18,total,"이재명 대통령, 캐나다 총리와 정상회담...안보ㆍ방산ㆍ에너지 협력 강화",52,이재명 대통령 캐나다 총리와 정상회담 안보 방산 에너지 협력 강화,"['이재명', '대통령', '캐나다', '정상회담', '안보', '방산', '에너지']"
2025-06-18,total,"KCGI자산운용, 각자대표 체제로 전환...목대균 CIO·조원복 CMO 대표 선임",48,KCGI자산운용 각자대표 체제로 전환 목대균 CIO 조원복 CMO 대표 선임,"['자산운용', '체제', '대균', '조원복', '선임', 'KCGI', 'CIO', 'CMO']"
2025-06-18,total,"은신 중 하메네이, SNS에 ""강력 응징"" 선언",39,은신 중 하메네이 SNS에 강력 응징 선언,"['은신', '응징', 'SNS']"
2025-06-18,total,말레이시아 법인 일부 지분 양도..18일 투자계약 체결식 ,34,말레이시아 법인 일부 지분 양도 18일 투자계약 체결식,"['말레이시아', '법인', '양도']"
2025-06-18,total,"선관위, '자작극' 의심한 유권자에 ""유감"" 표명",30,선관위 자작극 의심한 유권자에 유감 표명,"['선관위', '자작극', '의심', '유권자', '유감', '표명']"
2025-06-18,total,"NCT 전 멤버 태일, 성폭행 혐의로 징역 7년 구형",24,NCT 전 멤버 태일 성폭행 혐의로 징역 7년 구형,"['멤버', '태일', '성폭행', '징역', 'NCT']"
2025-06-18,total,"우진산전, '2025 부산국제철도기술 산업전'서 K-AGT 양산선·아폴로 900 전시",24,우진산전 2025 부산국제철도기술 산업전 서 K AGT 양산선 아폴로 900 전시,"['우진산전', '부산', '국제', '철도', '양산', '아폴로', '전시', 'AGT']"
2025-06-18,total,"한신공영, 여름철 장마·폭염 대비 건설현장 안전보건 점검 나서",22,한신공영 여름철 장마 폭염 대비 건설현장 안전보건 점검 나서,"['신공', '여름철', '장마', '폭염', '건설', '안전', '보건']"
2025-06-18,total,"현대차그룹, '마스 2025' 참가…車와 로봇의 소프트웨어 기술 한자리에",22,현대차그룹 마스 2025 참가 와 로봇의 소프트웨어 기술 한자리에,"['현대차', '마스', '로봇', '소프트웨어', '한자리']"
2025-06-18,total,새 정부 첫 당정대 협의... 추경 편성 합의,21,새 정부 첫 당정대 협의 추경 편성 합의,"['당정', '추경', '편성']"
2025-06-17,total,"트럼프, '급거 귀국' 배경에 대한 질문에 ""이스라엘-이란 휴전 때문 아냐…훨씬 더 큰 것 있어""",71,트럼프 급거 귀국 배경에 대한 질문에 이스라엘 이란 휴전 때문 아냐 훨씬 더 큰 것 있어,"['트럼프', '귀국', '이스라엘', '이란', '휴전', '때문', '아냐']"
2025-06-17,total,"이재명 대통령, G7 정상회의 참석 중 남아공·호주와 정상회담",38,이재명 대통령 G7 정상회의 참석 중 남아공 호주와 정상회담,"['이재명', '대통령', 'G7', '정상', '남아공', '호주', '정상회담']"
2025-06-17,total,"LG이노텍, 인터브랜드 주관 '베스트 코리아 브랜드 2025' 선정",30,LG이노텍 인터브랜드 주관 베스트 코리아 브랜드 2025 선정,"['LG이노텍', '주관', '베스트', '코리아', 'LG']"
2025-06-17,total,"김병기 민주당 대표대행, 송언석 국민의힘 원내대표 예방",28,김병기 민주당 대표대행 송언석 국민의힘 원내대표 예방,"['김병기', '민주당', '대행', '송어']"
2025-06-17,total,"LH, 18일 '지역·주택정책 향후 방향 모색' 토론회 개최",26,LH 18일 지역 주택정책 향후 방향 모색 토론회 개최,"['주택', '토론회', 'LH']"
2025-06-17,total,"방탄소년단 RM, 삼성 아트 TV 홍보대사 전 세계 예술 애호가에게 삼성 아트 TV 알린다.",22,방탄소년단 RM 삼성 아트 TV 홍보대사 전 세계 예술 애호가에게 삼성 아트 TV 알린다,"['방탄소년단', '삼성', '아트', '홍보', '대사', '세계', '예술', '애호가', 'RM', 'TV']"
2025-06-17,total,"미 예루살렘 대사관, 17일부터 폐쇄…직원들에 자택 대피 지시",21,미 예루살렘 대사관 17일부터 폐쇄 직원들에 자택 대피 지시,"['예루살렘', '대사관', '폐쇄', '직원', '자택', '대피', '지시']"
2025-06-17,total,"LG CNS, 美 스킬드 AI와 전략적 협력…산업용 AI 휴머노이드 로봇 시장 선점",20,LG CNS 스킬드 AI와 전략적 협력 산업용 AI 휴머노이드 로봇 시장 선점,"['LG CNS', '스키', '휴머노이드', '로봇', '선점', 'LG', 'CNS', 'AI']"
2025-06-17,total,SPC 삼립 시화공장 압수수색 착수,20,SPC 삼립 시화공장 압수수색 착수,"['삼립', '시화', '공장', '착수', 'SPC']"
2025-06-17,total,"수은, 한전 사우디 태양광발전사업 수주 적극 지원",20,수은 한전 사우디 태양광발전사업 수주 적극 지원,"['한전', '사우디', '태양광', '발전', '적극']"
2025-06-16,total,조건부 보석 허가…보증금 1억 원·사건 관련자 연락 금지 등 조건,42,조건부 보석 허가 보증금 1억 원 사건 관련자 연락 금지 등 조건,"['조건부', '보석', '보증금', '관련자', '연락', '금지', '조건']"
2025-06-16,total,"김용태 ""개혁안 당원조사하면 결과 무관 사퇴""",33,김용태 개혁안 당원조사하면 결과 무관 사퇴,"['김용태', '개혁', '당원']"
2025-06-16,total,"포스코인터내셔널, 중소기업 수출 경쟁력 위해 관세청과 손잡아",33,포스코인터내셔널 중소기업 수출 경쟁력 위해 관세청과 손잡아,"['포스코', '인터내셔널', '경쟁력', '관세청']"
2025-06-16,total,국민의힘 신임 원내대표에 송언석 의원,30,국민의힘 신임 원내대표에 송언석 의원,"['신임', '송어']"
2025-06-16,total,"김민석 국무총리 후보자는 16일 ""내 정치자금법 사건의 본질은 정치검찰의 표적 사정""이라고 말했다.",28,김민석 국무총리 후보자는 16일 내 정치자금법 사건의 본질은 정치검찰의 표적 사정 이라고 말했다,"['김민석', '국무총리', '정치자금법', '본질', '정치', '표적', '사정']"
2025-06-16,total,"더불어민주당, 8월 2일 전당대회 개최... 차기 당대표 선출",24,더불어민주당 8월 2일 전당대회 개최 차기 당대표 선출,"['더불어민주당', '8월 2일', '전당', '대회', '차기']"
2025-06-16,total,윤 대통령 국정수행 평가 긍정 56.4%...민주당 지지율 과반 육박,24,윤 대통령 국정수행 평가 긍정 56 4 민주당 지지율 과반 육박,"['대통령', '국정', '수행', '긍정', '민주당', '과반', '육박']"
2025-06-16,total,대구시 장애인 취업박람회 및 KOADMEX 잡페어 2025 개최,23,대구시 장애인 취업박람회 및 KOADMEX 잡페어 2025 개최,"['대구시', '장애인', '취업', '박람회', '페어', 'KOADMEX']"
2025-06-16,total,"영주시, 9년 연속 '경북도 산불방지 우수기관' 선정",20,영주시 9년 연속 경북도 산불방지 우수기관 선정,"['영주시', '산불', '방지', '우수', '기관']"
2025-06-16,total,"삼성전자, 혁신 스타트업 발굴 나선다...C랩 아웃사이드 8기 스타트업 공개 모집",20,삼성전자 혁신 스타트업 발굴 나선다 C랩 아웃사이드 8기 스타트업 공개 모집,"['삼성전자', '스타트', '발굴', '아웃', '사이드', '모집']"
2025-06-27,total,"與, 오늘 예결위원장 등 6개 상임위원장 선출 시도",46,오늘 예결위원장 등 6개 상임위원장 선출 시도,"['예결', '상임', '시도']"
2025-06-27,total,"현대차그룹, 미국 제이디파워 신차품질조사 2년 연속 1위 달성",28,현대차그룹 미국 제이디파워 신차품질조사 2년 연속 1위 달성,"['현대차', '미국', '제이', '파워', '품질']"
2025-06-27,total,"김건희 여사, 오늘 퇴원 예정...특검 소환 조사도 본격화",27,김건희 여사 오늘 퇴원 예정 특검 소환 조사도 본격화,"['김건희', '퇴원', '특검']"
2025-06-27,total,"국회, 본회의 개의…민주당 요청에 상임위원장 선출 예정",27,국회 본회의 개의 민주당 요청에 상임위원장 선출 예정,"['민주당', '요청', '상임']"
2025-06-27,total,"DB그룹, 이수광 회장 선임으로 전문경영인 체제로 전환",24,DB그룹 이수광 회장 선임으로 전문경영인 체제로 전환,"['이수광', '선임', '전문', '체제', 'DB']"
2025-06-27,total,"검찰, '대장동 사건' 김만배 징역 12년·유동규 징역 7년 구형",24,검찰 대장동 사건 김만배 징역 12년 유동규 징역 7년 구형,"['대장동', '징역', '유동']"
2025-06-27,total,"고려아연 신주발행 무효 소송 1심, 영풍 승소",23,고려아연 신주발행 무효 소송 1심 영풍 승소,"['고려아연', '신주발행', '무효', '영풍']"
2025-06-27,total,27일 오전 인천공항에서 인도네시아 승객이 추락해 숨졌다.,22,27일 오전 인천공항에서 인도네시아 승객이 추락해 숨졌다,"['인천', '인도네시아', '승객', '추락']"
2025-06-27,total,"정부, 북한에 댐 방류 사전 통보 요청",21,정부 북한에 댐 방류 사전 통보 요청,"['북한', '방류', '사전', '요청']"
2025-06-27,total,"네이버, 소상공인 '소상공인엑스포 in(인) 예산' 개최 지원",20,네이버 소상공인 소상공인엑스포 in 인 예산 개최 지원,"['네이버', '소상', '공인', '엑스포', 'IN']"
2025-06-26,total,"이재명 대통령, 국회 시정연설서 경제 회복과 민생회복 강조",117,이재명 대통령 국회 시정연설서 경제 회복과 민생회복 강조,"['이재명', '대통령', '시정', '연설', '민생']"
2025-06-26,total,헌재소장 김상환ㆍ헌법재판관 오영준ㆍ국세청장 임광현 지명,47,헌재소장 김상환 헌법재판관 오영준 국세청장 임광현 지명,"['헌재', '소장', '상환', '헌법재판', '영준', '국세청장', '임광']"
2025-06-26,total,"이재명 대통령, 국회 첫 시정연설...여야의 다른 반응",42,이재명 대통령 국회 첫 시정연설 여야의 다른 반응,"['이재명', '대통령', '시정', '연설']"
2025-06-26,total,"윤석열 전 대통령, 내란 특검 출석 시간 조정 요청...비공개 출석도 요구",35,윤석열 전 대통령 내란 특검 출석 시간 조정 요청 비공개 출석도 요구,"['윤석열', '대통령', '내란', '특검', '시간', '요청', '요구']"
2025-06-26,total,택시 기사 살해 후 택시로 행인 친 20대 남성 긴급체포,31,택시 기사 살해 후 택시로 행인 친 20대 남성 긴급체포,"['택시', '기사', '살해', '행인', '20대', '남성']"
2025-06-26,total,"검찰, 신세경 악플범에 징역 2년 구형",30,검찰 신세경 악플범에 징역 2년 구형,"['신세경', '징역']"
2025-06-26,total,"서거석 전북교육감, 당선 무효형 확정",27,서거석 전북교육감 당선 무효형 확정,"['서거', '전북', '교육감', '무효']"
2025-06-26,total,"셀트리온, 약 1000억원 자사주 추가 매입 결정",22,셀트리온 약 1000억원 자사주 추가 매입 결정,"['셀트리온', '사주', '매입']"
2025-06-26,total,"KT-삼성전자, AI 기반 무선망 최적화 기술 개발",21,KT 삼성전자 AI 기반 무선망 최적화 기술 개발,"['삼성전자', '기반', '무선망', '최적화', 'KT', 'AI']"
