date,category,title,article_count,clean_title,keywords
2025-11-20,total,2026년 지자체별 예산안 주요 내용,31,2026년 지자체별 예산안 주요 내용,"['지자체', '예산안']"
2025-11-19,total,제주항공·신한금융 등 ESG 평가 상위 등급 획득,168,제주항공 신한금융 등 ESG 평가 상위 등급 획득,"['제주항공', '신한', '상위', '등급', '획득', 'ESG']"
2025-11-19,total,"전국 지자체, 고액·상습 체납자 명단 공개",62,전국 지자체 고액 상습 체납자 명단 공개,"['지자체', '고액', '상습', '체납', '명단']"
2025-11-19,total,김용현 전 장관 변호인 구속 및 윤석열 전 대통령 증인 출석,50,김용현 전 장관 변호인 구속 및 윤석열 전 대통령 증인 출석,"['김용현', '변호인', '윤석열', '대통령', '증인']"
2025-11-19,total,"KT 조사방해 의혹‥경찰, 판교·방배 사옥 압수수색",47,KT 조사방해 의혹 경찰 판교 방배 사옥 압수수색,"['방해', '판교', '사옥', 'KT']"
2025-11-19,total,"DL이앤씨, 필리핀 대통령과 에너지·인프라 협력 논의",44,DL이앤씨 필리핀 대통령과 에너지 인프라 협력 논의,"['필리핀', '대통령', '에너지', '인프라', 'DL']"
2025-11-19,total,2025 KB굿잡 대전일자리 페스티벌 성료,37,2025 KB굿잡 대전일자리 페스티벌 성료,"['대전', '일자리', '페스티벌', 'KB']"
2025-11-19,total,"삼성전자, 세계 최대 크루즈선에 TV·사이니지 6천대 공급",36,삼성전자 세계 최대 크루즈선에 TV 사이니지 6천대 공급,"['삼성전자', '세계', '크루즈', '니지', 'TV']"
2025-11-19,total,부산·울산·경남·고액 체납자 명단 공개,34,부산 울산 경남 고액 체납자 명단 공개,"['부산', '울산', '경남', '고액', '체납', '명단']"
2025-11-19,total,"중·일 갈등 심화, 일본산 수산물 수입 중단",32,중 일 갈등 심화 일본산 수산물 수입 중단,"['심화', '일본산', '수산물']"
2025-11-19,total,한·UAE 공동선언문 채택...원전·방산 협력 확대,32,한 UAE 공동선언문 채택 원전 방산 협력 확대,"['공동', '선언문', '원전', '방산', 'UAE']"
2025-11-18,total,"전광훈 목사, 서부지법 난동 사태 조사 출석",40,전광훈 목사 서부지법 난동 사태 조사 출석,"['전광훈', '목사', '서부', '지법', '난동']"
2025-11-18,total,정부혁신TF 논란과 정치권 반응,31,정부혁신TF 논란과 정치권 반응,"['TF', '정치']"
2025-11-18,total,"국민의힘, 법무부 장관·차관 고발",31,국민의힘 법무부 장관 차관 고발,['법무부']
2025-11-18,total,"카카오뱅크, 구몬학습, 통신3사 신서비스 출시",29,카카오뱅크 구몬학습 통신3사 신서비스 출시,"['카카오', '뱅크', '구몬학습', '통신']"
2025-11-18,total,고령2터널 화물차 연쇄 추돌 사고 발생,27,고령2터널 화물차 연쇄 추돌 사고 발생,"['고령', '터널', '화물차', '연쇄', '추돌']"
2025-11-18,total,전남 학교 무상급식 식품비 분담 ‘분쟁 해소’,27,전남 학교 무상급식 식품비 분담 분쟁 해소,"['전남', '학교', '무상급식', '식품', '분담', '해소']"
2025-11-18,total,항만 안전사고 예방 강화대책 발표 및 한국투자증권 투자 보호 기능 도입,27,항만 안전사고 예방 강화대책 발표 및 한국투자증권 투자 보호 기능 도입,"['안전사고', '보호', '기능']"
2025-11-18,total,"클럽마약 적발량 급증, 외국인 조직 단속",25,클럽마약 적발량 급증 외국인 조직 단속,"['클럽', '마약', '적발', '급증', '외국인', '조직', '단속']"
2025-11-18,total,"KAI, 두바이 에어쇼서 KF-21 선보이며 중동 시장 공략",25,KAI 두바이 에어쇼서 KF 21 선보이며 중동 시장 공략,"['두바이 에어쇼', '중동', '공략', 'KAI', 'KF']"
2025-11-18,total,"대원제약, ESG 평가 최고등급 획득 및 베스트 100대 기업 선정",25,대원제약 ESG 평가 최고등급 획득 및 베스트 100대 기업 선정,"['대원', '제약', '등급', '획득', '베스트', 'ESG']"
2025-11-17,total,"현대차·기아, 공급망 탄소 감축 협약 체결",50,현대차 기아 공급망 탄소 감축 협약 체결,"['현대차', '기아', '탄소', '감축']"
2025-11-17,total,배우 나나 자택 침입 강도 “연예인 집인 줄 몰랐다”,40,배우 나나 자택 침입 강도 연예인 집인 줄 몰랐다,"['배우', '나나', '자택', '침입', '강도', '연예인']"
2025-11-17,total,이재명 대통령 지지도 3주 만에 하락,34,이재명 대통령 지지도 3주 만에 하락,"['이재명', '대통령', '지지도']"
2025-11-17,total,"이재명 대통령, 안권섭 변호사 특검 임명",34,이재명 대통령 안권섭 변호사 특검 임명,"['이재명', '대통령', '변호사', '특검']"
2025-11-17,total,"내란 특검, 노상원 전 사령관에 실형 구형",34,내란 특검 노상원 전 사령관에 실형 구형,"['내란', '특검', '상원', '사령관']"
2025-11-17,total,S-OIL-삼성SDS 통합 ITO 계약 체결,33,S OIL 삼성SDS 통합 ITO 계약 체결,"['삼성SDS', '통합', 'OIL', 'SDS', 'ITO']"
2025-11-17,total,"기아, 평택에 미래형 모빌리티 복합센터 개소",31,기아 평택에 미래형 모빌리티 복합센터 개소,"['기아', '평택', '미래', '모빌리티', '복합', '개소']"
2025-11-17,total,"수원시, AI·반도체 중심 경제자유구역 구축 추진",31,수원시 AI 반도체 중심 경제자유구역 구축 추진,"['수원시', '반도체', '중심', '경제자유구역', 'AI']"
2025-11-17,total,수험생의 서부지법 난동 사건 집행유예 판결,30,수험생의 서부지법 난동 사건 집행유예 판결,"['수험', '서부', '지법', '난동']"
2025-11-17,total,이재명 대통령 중동·아프리카 4개국 순방,30,이재명 대통령 중동 아프리카 4개국 순방,"['이재명', '대통령', '중동', '아프리카', '개국', '순방']"
2025-11-21,economy,고창 운곡습지·강원랜드·한전KPS 등 최우수 ESG 평가,85,고창 운곡습지 강원랜드 한전KPS 등 최우수 ESG 평가,"['고창', '습지', '강원랜드', '한전KPS', '최우', 'KPS', 'ESG']"
2025-11-21,economy,"포스코, 포항제철소 사고 후 안전 대책 강화",57,포스코 포항제철소 사고 후 안전 대책 강화,"['포스코', '포항', '제철소', '안전']"
2025-11-21,economy,"삼성전자, 전영현·노태문 투톱 체제 복원",49,삼성전자 전영현 노태문 투톱 체제 복원,"['삼성전자', '전영', '태무', '체제', '복원']"
2025-11-21,economy,김영삼 전 대통령 서거 10주기 추모식,44,김영삼 전 대통령 서거 10주기 추모식,"['김영삼', '대통령', '서거', '주기', '추모식']"
2025-11-21,economy,"박철우 서울중앙지검장, 성찰과 조직 안정 강조",42,박철우 서울중앙지검장 성찰과 조직 안정 강조,"['박철우', '중앙', '지검', '성찰', '조직']"
2025-11-21,economy,"윤석열 전 대통령, 채해병 사건 외압 혐의로 기소",30,윤석열 전 대통령 채해병 사건 외압 혐의로 기소,"['윤석열', '대통령', '외압']"
2025-11-21,economy,"농심, 조용철 부사장 신임 대표이사 내정",28,농심 조용철 부사장 신임 대표이사 내정,"['농심', '조용철', '부사장', '신임', '이사']"
2025-11-21,economy,휴대전화 요구 거부로 자택 방화한 10대 여중생 입건,27,휴대전화 요구 거부로 자택 방화한 10대 여중생 입건,"['휴대', '전화', '요구', '거부', '자택', '방화', '10대', '중생']"
2025-11-21,economy,"삼성E&A-대한항공, 미국 SAF 시장 진출 협력",25,삼성E A 대한항공 미국 SAF 시장 진출 협력,"['삼성', '대한항공', '미국', 'SAF']"
2025-11-21,economy,20년 만의 신정동 연쇄살인 진범 특정,24,20년 만의 신정동 연쇄살인 진범 특정,"['신정동', '연쇄살인', '특정']"
2025-11-20,economy,패스트트랙 충돌 사건 1심 선고 결과,123,패스트트랙 충돌 사건 1심 선고 결과,"['패스트', '트랙', '충돌 사건']"
2025-11-20,economy,"대형 여객선 좌초 사고, 운항 과실 및 관제 소홀 드러나",91,대형 여객선 좌초 사고 운항 과실 및 관제 소홀 드러나,"['여객선', '좌초', '운항', '과실', '관제', '소홀']"
2025-11-20,economy,"NH·한화·컴투스·현대로템, ESG 평가서 우수 성과",55,NH 한화 컴투스 현대로템 ESG 평가서 우수 성과,"['한화', '컴투스', '현대로템', '우수', '성과', 'NH', 'ESG']"
2025-11-20,economy,"삼성전자, C랩 스타트업 데모데이 개최",48,삼성전자 C랩 스타트업 데모데이 개최,"['삼성전자', '스타트', '데모', '데이']"
2025-11-20,economy,"S-OIL, 현대차 등 기업 사회공헌 활동 인정",42,S OIL 현대차 등 기업 사회공헌 활동 인정,"['현대차', '사회', '공헌', '활동', '인정', 'OIL']"
2025-11-20,economy,포스코 포항제철소 가스 누출 사고 발생,41,포스코 포항제철소 가스 누출 사고 발생,"['포스코', '포항', '제철소', '가스', '누출']"
2025-11-20,economy,"법무부 장관, 한동훈 전 장관의 론스타 취소 신청 평가",37,법무부 장관 한동훈 전 장관의 론스타 취소 신청 평가,"['법무부', '한동훈', '론스타', '취소']"
2025-11-20,economy,"LG에너지솔루션, 2년 연속 XBRL 재무공시 우수법인 선정",35,LG에너지솔루션 2년 연속 XBRL 재무공시 우수법인 선정,"['에너지', '솔루션', '재무', '우수', '법인', 'LG', 'XBRL']"
2025-11-20,economy,"김우빈·신민아, 공개연애 10년 만에 결혼",34,김우빈 신민아 공개연애 10년 만에 결혼,"['김우빈', '신민아', '연애', '결혼']"
2025-11-20,economy,2026년 지자체별 예산안 주요 내용,31,2026년 지자체별 예산안 주요 내용,"['지자체', '예산안']"
2025-11-19,economy,제주항공·신한금융 등 ESG 평가 상위 등급 획득,168,제주항공 신한금융 등 ESG 평가 상위 등급 획득,"['제주항공', '신한', '상위', '등급', '획득', 'ESG']"
2025-11-19,economy,"전국 지자체, 고액·상습 체납자 명단 공개",62,전국 지자체 고액 상습 체납자 명단 공개,"['지자체', '고액', '상습', '체납', '명단']"
2025-11-19,economy,김용현 전 장관 변호인 구속 및 윤석열 전 대통령 증인 출석,50,김용현 전 장관 변호인 구속 및 윤석열 전 대통령 증인 출석,"['김용현', '변호인', '윤석열', '대통령', '증인']"
2025-11-19,economy,"KT 조사방해 의혹‥경찰, 판교·방배 사옥 압수수색",47,KT 조사방해 의혹 경찰 판교 방배 사옥 압수수색,"['방해', '판교', '사옥', 'KT']"
2025-11-19,economy,"DL이앤씨, 필리핀 대통령과 에너지·인프라 협력 논의",44,DL이앤씨 필리핀 대통령과 에너지 인프라 협력 논의,"['필리핀', '대통령', '에너지', '인프라', 'DL']"
2025-11-19,economy,2025 KB굿잡 대전일자리 페스티벌 성료,37,2025 KB굿잡 대전일자리 페스티벌 성료,"['대전', '일자리', '페스티벌', 'KB']"
2025-11-19,economy,"삼성전자, 세계 최대 크루즈선에 TV·사이니지 6천대 공급",36,삼성전자 세계 최대 크루즈선에 TV 사이니지 6천대 공급,"['삼성전자', '세계', '크루즈', '니지', 'TV']"
2025-11-19,economy,부산·울산·경남·고액 체납자 명단 공개,34,부산 울산 경남 고액 체납자 명단 공개,"['부산', '울산', '경남', '고액', '체납', '명단']"
2025-11-19,economy,"중·일 갈등 심화, 일본산 수산물 수입 중단",32,중 일 갈등 심화 일본산 수산물 수입 중단,"['심화', '일본산', '수산물']"
2025-11-19,economy,한·UAE 공동선언문 채택...원전·방산 협력 확대,32,한 UAE 공동선언문 채택 원전 방산 협력 확대,"['공동', '선언문', '원전', '방산', 'UAE']"
2025-11-18,economy,"전광훈 목사, 서부지법 난동 사태 조사 출석",40,전광훈 목사 서부지법 난동 사태 조사 출석,"['전광훈', '목사', '서부', '지법', '난동']"
2025-11-18,economy,정부혁신TF 논란과 정치권 반응,31,정부혁신TF 논란과 정치권 반응,"['TF', '정치']"
2025-11-18,economy,"국민의힘, 법무부 장관·차관 고발",31,국민의힘 법무부 장관 차관 고발,['법무부']
2025-11-18,economy,"카카오뱅크, 구몬학습, 통신3사 신서비스 출시",29,카카오뱅크 구몬학습 통신3사 신서비스 출시,"['카카오', '뱅크', '구몬학습', '통신']"
2025-11-18,economy,고령2터널 화물차 연쇄 추돌 사고 발생,27,고령2터널 화물차 연쇄 추돌 사고 발생,"['고령', '터널', '화물차', '연쇄', '추돌']"
2025-11-18,economy,전남 학교 무상급식 식품비 분담 ‘분쟁 해소’,27,전남 학교 무상급식 식품비 분담 분쟁 해소,"['전남', '학교', '무상급식', '식품', '분담', '해소']"
2025-11-18,economy,항만 안전사고 예방 강화대책 발표 및 한국투자증권 투자 보호 기능 도입,27,항만 안전사고 예방 강화대책 발표 및 한국투자증권 투자 보호 기능 도입,"['안전사고', '보호', '기능']"
2025-11-18,economy,"클럽마약 적발량 급증, 외국인 조직 단속",25,클럽마약 적발량 급증 외국인 조직 단속,"['클럽', '마약', '적발', '급증', '외국인', '조직', '단속']"
2025-11-18,economy,"KAI, 두바이 에어쇼서 KF-21 선보이며 중동 시장 공략",25,KAI 두바이 에어쇼서 KF 21 선보이며 중동 시장 공략,"['두바이 에어쇼', '중동', '공략', 'KAI', 'KF']"
2025-11-18,economy,"대원제약, ESG 평가 최고등급 획득 및 베스트 100대 기업 선정",25,대원제약 ESG 평가 최고등급 획득 및 베스트 100대 기업 선정,"['대원', '제약', '등급', '획득', '베스트', 'ESG']"
2025-11-17,economy,"현대차·기아, 공급망 탄소 감축 협약 체결",50,현대차 기아 공급망 탄소 감축 협약 체결,"['현대차', '기아', '탄소', '감축']"
2025-11-17,economy,배우 나나 자택 침입 강도 “연예인 집인 줄 몰랐다”,40,배우 나나 자택 침입 강도 연예인 집인 줄 몰랐다,"['배우', '나나', '자택', '침입', '강도', '연예인']"
2025-11-17,economy,이재명 대통령 지지도 3주 만에 하락,34,이재명 대통령 지지도 3주 만에 하락,"['이재명', '대통령', '지지도']"
2025-11-17,economy,"이재명 대통령, 안권섭 변호사 특검 임명",34,이재명 대통령 안권섭 변호사 특검 임명,"['이재명', '대통령', '변호사', '특검']"
2025-11-17,economy,"내란 특검, 노상원 전 사령관에 실형 구형",34,내란 특검 노상원 전 사령관에 실형 구형,"['내란', '특검', '상원', '사령관']"
2025-11-17,economy,S-OIL-삼성SDS 통합 ITO 계약 체결,33,S OIL 삼성SDS 통합 ITO 계약 체결,"['삼성SDS', '통합', 'OIL', 'SDS', 'ITO']"
2025-11-17,economy,"기아, 평택에 미래형 모빌리티 복합센터 개소",31,기아 평택에 미래형 모빌리티 복합센터 개소,"['기아', '평택', '미래', '모빌리티', '복합', '개소']"
2025-11-17,economy,"수원시, AI·반도체 중심 경제자유구역 구축 추진",31,수원시 AI 반도체 중심 경제자유구역 구축 추진,"['수원시', '반도체', '중심', '경제자유구역', 'AI']"
2025-11-17,economy,수험생의 서부지법 난동 사건 집행유예 판결,30,수험생의 서부지법 난동 사건 집행유예 판결,"['수험', '서부', '지법', '난동']"
2025-11-17,economy,이재명 대통령 중동·아프리카 4개국 순방,30,이재명 대통령 중동 아프리카 4개국 순방,"['이재명', '대통령', '중동', '아프리카', '개국', '순방']"
2025-01-03,economy,"SPC그룹, 파리바게뜨 글로벌 사업 조직 개편",45,SPC그룹 파리바게뜨 글로벌 사업 조직 개편,"['SPC그룹', '파리바게뜨', '조직', 'SPC']"
2025-01-03,economy,"이호정 SK네트웍스 사장 신년 간담회…""효율성 향상""",33,이호정 SK네트웍스 사장 신년 간담회 효율성 향상,"['이호정', 'SK네트웍스', '사장', '간담회', '효율', '향상', 'SK']"
2025-01-03,economy,"KGM, 12월 1만 687대 판매…전년比 70.2%↑",27,KGM 12월 1만 687대 판매 전년 70 2,"['12월', 'KGM']"
2025-01-03,economy,"기아, 지난해 창사 이래최대 판매량…308만9457대",25,기아 지난해 창사 이래최대 판매량 308만9457대,"['기아', '창사', '판매량']"
2025-01-03,economy,"SK하이닉스, CES서 혁신적 AI 메모리 기술력 제시",22,SK하이닉스 CES서 혁신적 AI 메모리 기술력 제시,"['SK하이닉스', '메모리', '기술력', '제시', 'SK', 'CES', 'AI']"
2025-01-03,economy,"김원규 LS증권 대표 ""올해 확실한 전환점 만들 것""",19,김원규 LS증권 대표 올해 확실한 전환점 만들 것,"['원규', '전환점', 'LS']"
2025-01-03,economy,"기아 EV3, ‘2025 핀란드 올해의 차’ 수상",17,기아 EV3 2025 핀란드 올해의 차 수상,"['기아', '핀란드', 'EV']"
2025-01-03,economy,해외건설 누적 수주액 '1조달러' 달성,17,해외건설 누적 수주액 1조달러 달성,"['해외', '건설', '누적', '수주액']"
2025-01-03,economy,"권원강 교촌 회장, ""'진심' 통한 제2 도약 할 것""",16,권원강 교촌 회장 진심 통한 제2 도약 할 것,"['원강', '교촌', '진심', '도약']"
2025-01-03,economy,"LS증권, 해외주식 수수료 평생 혜택 이벤트 실시",15,LS증권 해외주식 수수료 평생 혜택 이벤트 실시,"['해외', '수수료', '평생', '혜택', '이벤트', 'LS']"
2025-01-02,economy,이정애 LG생활건강 사장 “글로벌 사업 재구조화 집중”,174,이정애 LG생활건강 사장 글로벌 사업 재구조화 집중,"['이정애', 'LG생활건강', '사장', '구조', '집중', 'LG']"
2025-01-02,economy,"신동빈 회장 ""고강도 쇄신으로 핵심사업 경쟁력 회복""",151,신동빈 회장 고강도 쇄신으로 핵심사업 경쟁력 회복,"['신동빈', '강도', '경쟁력']"
2025-01-02,economy,삼성전자 “지금까지 성공방식 초월한 혁신 필요”,129,삼성전자 지금까지 성공방식 초월한 혁신 필요,"['삼성전자', '방식', '초월']"
2025-01-02,economy,"삼성전기·LG이노텍, 올해 성장 드라이브 건다",108,삼성전기 LG이노텍 올해 성장 드라이브 건다,"['삼성전기', 'LG이노텍', '드라이브', 'LG']"
2025-01-02,economy,"우아한형제들, 우버 출신 김범석 신임 대표 선임",95,우아한형제들 우버 출신 김범석 신임 대표 선임,"['형제', '우버', '출신', '김범석', '신임', '선임']"
2025-01-02,economy,"최평규 SNT그룹 회장, 지속가능 경영 강조",65,최평규 SNT그룹 회장 지속가능 경영 강조,['SNT']
2025-01-02,economy,"경제단체 ""정부 정책서 민생 의지 보여…입법활동 촉구""",43,경제단체 정부 정책서 민생 의지 보여 입법활동 촉구,"['단체', '민생', '의지', '입법', '활동', '촉구']"
2025-01-02,economy,신학철 화학 부회장 검토 신년사 ,34,신학철 화학 부회장 검토 신년사,"['신학', '화학', '부회장', '신년사']"
2025-01-02,economy,"2025년 증시 개장식...""밸류업 지속 추진될 것""",32,2025년 증시 개장식 밸류업 지속 추진될 것,['장식']
2025-01-02,economy,"박진효 SKB 사장 ""AI·DT로 경쟁력 제고할 것""",31,박진효 SKB 사장 AI DT로 경쟁력 제고할 것,"['박진', '사장', '경쟁력', '제고', 'SKB', 'AI', 'DT']"
2025-01-01,economy,지난해 수출 역대 최대…6838억달러,57,지난해 수출 역대 최대 6838억달러,[]
2025-01-01,economy,"정지선 현대백 회장 신년사 ""변화의 파고 함께 맞서자""",51,정지선 현대백 회장 신년사 변화의 파고 함께 맞서자,"['정지선', '현대', '신년사', '변화', '파고']"
2025-01-01,economy,"김병환 위원장 ""금융 시장 안정 최우선…민생금융 강화""",30,김병환 위원장 금융 시장 안정 최우선 민생금융 강화,"['김병화', '금융 시장', '민생']"
2025-01-01,economy,한화정밀기계 신임 대표에 김재현 실장 내정,19,한화정밀기계 신임 대표에 김재현 실장 내정,"['한화', '정밀', '기계', '신임', '김재현', '실장']"
2025-01-01,economy,"홈플러스, 2025 AI 물가안정 프로젝트 선보인다",12,홈플러스 2025 AI 물가안정 프로젝트 선보인다,"['홈플러스', '물가', 'AI']"
2025-01-01,economy,"경쟁 막은 수도권 주류도매협, 공정위 과징금 1.5억원",11,경쟁 막은 수도권 주류도매협 공정위 과징금 1 5억원,"['경쟁', '수도권', '공정위', '과징금']"
2025-01-01,economy,2025학년도 1학기 학자금 대출 3일부터 신청 가능,10,2025학년도 1학기 학자금 대출 3일부터 신청 가능,"['학년', '학기', '학자금 대출']"
2025-01-01,economy,2025년 수소차 보급 7218억원 지원,9,2025년 수소차 보급 7218억원 지원,"['수소', '보급']"
2025-01-01,economy,대출 한도 풀리나…12월 가계대출 증가세 '주춤',9,대출 한도 풀리나 12월 가계대출 증가세 주춤,"['대출', '한도', '12월', '가계', '증가세']"
2025-01-01,economy,"공정위원장 ""새해 플랫폼 기업 감시 강화""",8,공정위원장 새해 플랫폼 기업 감시 강화,"['공정', '감시']"
2025-01-31,economy,"블룸버그 ""삼성전자, 엔비디아 HBM3E 8단 승인""",117,블룸버그 삼성전자 엔비디아 HBM3E 8단 승인,"['블룸버그', '삼성전자', '엔비디아', 'HBM']"
2025-01-31,economy,"정진석 등 대통령실 참모들, 오늘 윤 대통령 접견",86,정진석 등 대통령실 참모들 오늘 윤 대통령 접견,"['정진석', '대통령', '참모']"
2025-01-31,economy,"헌재 “재판관 SNS, 탄핵과 어떤 연관인지 의문”",65,헌재 재판관 SNS 탄핵과 어떤 연관인지 의문,"['헌재', '재판관', '탄핵', '연관', '인지', '의문', 'SNS']"
2025-01-31,economy,"영풍·MBK, 고려아연·최윤범 회장 공정위 신고",37,영풍 MBK 고려아연 최윤범 회장 공정위 신고,"['영풍', '고려아연', '최윤', '공정위', 'MBK']"
2025-01-31,economy,"수원시, 중소기업 AI 무역청 이용 기업 모집",28,수원시 중소기업 AI 무역청 이용 기업 모집,"['수원시', '이용', '모집', 'AI']"
2025-01-31,economy,"한은 ""딥시크에 미 증시 출렁…국내 파급영향 예의주시""",23,한은 딥시크에 미 증시 출렁 국내 파급영향 예의주시,"['파급', '예의', '주시']"
2025-01-31,economy,"롯데온, '에트로·스카로쏘' 명품 브랜드 입점",22,롯데온 에트로 스카로쏘 명품 브랜드 입점,"['롯데', '스카', '명품']"
2025-01-31,economy,"배민, 앱 대수술… 울트라콜 단계적 종료",19,배민 앱 대수술 울트라콜 단계적 종료,['수술']
2025-01-31,economy,리포트 기아 환율 대신증권 000원 투자 ,18,리포트 기아 환율 대신증권 000원 투자,"['리포트', '기아', '대신증권']"
2025-01-31,economy,"LH, 3기신도시 고양창릉 1792세대 본청약 시작",17,LH 3기신도시 고양창릉 1792세대 본청약 시작,"['기신', '도시', '고양', '창릉', '세대', '본청', 'LH']"
2025-01-30,economy,"최상목 ""美정책 불확실성 여전…24시간 시장 점검""",28,최상목 정책 불확실성 여전 24시간 시장 점검,"['불확실성', '시간']"
2025-01-30,economy,"기준금리 동결에 트럼프 ""연준, 인플레 대응 실패""",26,기준금리 동결에 트럼프 연준 인플레 대응 실패,"['동결', '트럼프', '연준', '인플레']"
2025-01-30,economy,`서민 외식 메뉴` 자장면의 배신…10년새 65% 껑충,22,서민 외식 메뉴 자장면의 배신 10년새 65 껑충,"['서민', '외식', '메뉴', '자장면', '배신', '10년']"
2025-01-30,economy,공개매수 계획 빼돌려 수십억 챙긴 직원들 검찰고발,19,공개매수 계획 빼돌려 수십억 챙긴 직원들 검찰고발,"['공개매수', '직원']"
2025-01-30,economy,딥시크 쇼크에...이복현 “주식시장 변동성 커질 수도”,19,딥시크 쇼크에 이복현 주식시장 변동성 커질 수도,"['쇼크', '이복']"
2025-01-30,economy,"농협·SC은행, 원·달러시장 선도은행 신규 선정",16,농협 SC은행 원 달러시장 선도은행 신규 선정,"['농협', '선도', '신규', 'SC']"
2025-01-30,economy,"해외여행객 몰린 공항 편의점, 설 연휴 매출 3배↑",15,해외여행객 몰린 공항 편의점 설 연휴 매출 3배,"['해외', '여행객', '편의점']"
2025-01-30,economy,2024년 로또 판매액 6조원… 역대 최대,14,2024년 로또 판매액 6조원 역대 최대,['판매액']
2025-01-30,economy,“새 소비권력은 ‘GG’…시니어층 공략 서둘러야”,13,새 소비권력은 GG 시니어층 공략 서둘러야,"['권력', '니어', '공략', 'GG']"
2025-01-30,economy,머스크 “6월부터 완전자율주행 택시 서비스 시작”,13,머스크 6월부터 완전자율주행 택시 서비스 시작,"['6월', '완전', '자율', '주행', '택시']"
2025-01-29,economy,'샤넬이 넘버원'…명품 짝퉁 조사했더니 '깜짝 사실',8,샤넬이 넘버원 명품 짝퉁 조사했더니 깜짝 사실,"['샤넬', '넘버원', '명품']"
2025-01-29,economy,고금리에 빚 못갚는 자영업자 1년새 42% 급증,6,고금리에 빚 못갚는 자영업자 1년새 42 급증,"['고금리', '자영업자', '1년', '급증']"
2025-01-29,economy,"성과급 더 달라, 최태원에 편지 보낸 SK하이닉스 노조",6,성과급 더 달라 최태원에 편지 보낸 SK하이닉스 노조,"['성과급', '최태원', '편지', 'SK하이닉스', '노조', 'SK']"
2025-01-29,economy,'매운맛' 예고…설연휴 후 우리금융 검사 결과 나온다,5,매운맛 예고 설연휴 후 우리금융 검사 결과 나온다,"['매운맛', '예고', '검사']"
2025-01-29,economy,"지난해 대기업 시총 변동, 삼성그룹 '우울한 1위'",5,지난해 대기업 시총 변동 삼성그룹 우울한 1위,"['대기업', '삼성그룹', '우울']"
2025-01-29,economy,"日 혼다, 내년 북미서 저가 전기차 출시",4,혼다 내년 북미서 저가 전기차 출시,"['혼다', '북미', '기차']"
2025-01-29,economy,남편 9억 먹방 유튜버 수입 길래 ,4,남편 9억 먹방 유튜버 수입 길래,"['남편', '먹방']"
2025-01-29,economy,떡볶이 인기 수출 1억 역대 달러 최대 ,4,떡볶이 인기 수출 1억 역대 달러 최대,"['떡볶이', '인기']"
2025-01-29,economy,모건스탠리 “한국 올해 경제성장률 1.5% 그칠 것”,4,모건스탠리 한국 올해 경제성장률 1 5 그칠 것,"['모건', '스탠리', '경제성장']"
2025-01-29,economy,월급날 통장 연봉 50% 직장 성과급 ,4,월급날 통장 연봉 50 직장 성과급,"['월급날', '통장', '연봉', '직장', '성과급']"
2025-01-28,economy,인천 전역 대설주의보 해제… 취약도로 제설작업 지속,14,인천 전역 대설주의보 해제 취약도로 제설작업 지속,"['인천', '전역', '대설주의보', '해제', '도로', '제설', '작업']"
2025-01-28,economy,억대 수입차 판매 감소…경기 침체 등 영향,12,억대 수입차 판매 감소 경기 침체 등 영향,['경기']
2025-01-28,economy,폭설에 고속도로 정체…서울→부산 7시간20분,11,폭설에 고속도로 정체 서울 부산 7시간20분,"['폭설', '고속도로', '정체', '부산', '시간']"
2025-01-28,economy,"머스크, 중 딥시크 저비용 AI에 의문 제기 동조",10,머스크 중 딥시크 저비용 AI에 의문 제기 동조,"['의문', '동조', 'AI']"
2025-01-28,economy,노후에도 '빚 돌려막기'…60대 이상 다중채무자 급증,8,노후에도 빚 돌려막기 60대 이상 다중채무자 급증,"['노후', '이상', '다중', '채무자', '급증']"
2025-01-28,economy,서울 30억 아파트 거래 최고가 증가 ,7,서울 30억 아파트 거래 최고가 증가,['아파트']
2025-01-28,economy,"전남도, 민생경제 활성화 5대 지원책 온힘",7,전남도 민생경제 활성화 5대 지원책 온힘,"['전남도', '민생', '지원책']"
2025-01-28,economy,2월 MSCI 한국지수 편출 종목 10개 안팎 전망,3,2월 MSCI 한국지수 편출 종목 10개 안팎 전망,"['2월', '안팎', 'MSCI']"
2025-01-28,economy,"나주시, 2기 RE100 에너지정책 자문위원회 출범",3,나주시 2기 RE100 에너지정책 자문위원회 출범,"['나주시', '100', '에너지', '자문', '위원회', '출범', 'RE']"
2025-01-28,economy,신한·KB카드도 애플페이 도입…삼성페이 유료화 초읽기,3,신한 KB카드도 애플페이 도입 삼성페이 유료화 초읽기,"['신한', '애플', '페이', '삼성', '유료', '초읽기', 'KB']"
2025-01-27,economy,하나금융 차기 회장에 함영주 내정…회추위 연임 추천,49,하나금융 차기 회장에 함영주 내정 회추위 연임 추천,"['차기', '함영주', '추위', '연임', '추천']"
2025-01-27,economy,"""휴게소 들러 우동·돈가스 먹자""…결제하려다 화들짝",16,휴게소 들러 우동 돈가스 먹자 결제하려다 화들짝,"['휴게', '우동', '돈가스', '결제']"
2025-01-27,economy,지난해 서울 아파트 값 평당 3861만원…전고점 회복,13,지난해 서울 아파트 값 평당 3861만원 전고점 회복,"['아파트', '전고']"
2025-01-27,economy,작년에 비트코인 투자했으면…수익률 134%,8,작년에 비트코인 투자했으면 수익률 134,"['비트코인', '수익률']"
