date,category,title,article_count
2025-03-21,total,"홈플러스, 매입채무유동화 상거래채권 취급 결정",39
2025-03-21,total,"한전, 2분기 전기요금 동결 결정",38
2025-03-20,total,"경찰, 헌재 앞 계란 투척 사건 수사 전담팀 구성",178
2025-03-20,total,"이재명 대표, 이재용 회장에 ""삼성이 경제성장 견인차 역할 해달라"" 주문",119
2025-03-20,total,"헌법재판소, 한덕수 국무총리 탄핵심판 선고기일 지정",112
2025-03-20,total,"검찰, 오세훈 서울시장 자택·사무실 압수수색",111
2025-03-20,total,"국민의힘, 이재명 대표의 최상목 부총리 '몸조심' 발언에 강도 높은 비판",93
2025-03-20,total,"여야, 18년 만에 국민연금 모수개혁안 합의",80
2025-03-20,total,"정부, 대외 불확실성에 대응해 24시간 시장점검체계 가동",59
2025-03-20,total,"문재인 전 대통령 딸, 음주운전 및 불법 숙박업 혐의로 법정 출두",48
2025-03-20,total,"북한강 여성 시신 훼손 살인한 장교 양광준, 1심서 무기징역 선고",46
2025-03-20,total,"연준, 예상대로 금리 동결…연내 2차례 추가 인하에 무게",45
2025-03-19,total,"이재명 대표, 최상목 직무대행에 '몸조심' 경고...국민의힘은 '이성 잃었다' 비판",155
2025-03-19,total,"서울시, 강남3구와 용산구 아파트 토허구역 지정",107
2025-03-19,total,삼성전자 주주총회 결과 및 주가 부양 계획,87
2025-03-19,total,"LG전자, 패스트 컴퍼니 선정 '2025년 가장 혁신적인 기업' 자동차 부문 수상",64
2025-03-19,total,"엔비디아 등 주요 고객사에 HBM4 12단 샘플 제공...SK하이닉스 ""하반기 내로 양산준비 마무리""",55
2025-03-19,total,"전국 40개 의대 총장들, 의대생 휴학 반려 결정",52
2025-03-19,total,"이복현 금감원장, 우리금융지주 경영실태평가 3등급 결과 관련 금융위에 의견 전달",52
2025-03-19,total,"경기도, 판교테크노밸리 청년 임직원에 최대 3000만원 무이자 임대보증금 지원",52
2025-03-19,total,"김건희 여사 상설특검법 및 마약수사 외압 의혹 상설특검법, 국회 법사위 통과",51
2025-03-19,total,"검찰, 음주 뺑소니 혐의 항소심에서 징역 3년 6개월 구형",42
2025-03-18,total,"최상목 대행, 방통위법에 거부권 행사...""위헌적""",123
2025-03-18,total,일주일만 만난 與野…3월내 정부 추경 제출 요청 합의,73
2025-03-18,total,대화하는 김광일-조주연,60
2025-03-18,total,"崔대행, 외교·산업·과기 차관 소집…민감국가 총력 대응",54
2025-03-18,total,"與, 지방 주택 추가 구입시 중과세 폐지",46
2025-03-18,total,"이재명 ""헌재 선고 지연 이해 안돼…尹 신속 파면해야""",45
2025-03-18,total,질문 답변하는 이원구 변호사,41
2025-03-18,total,"한화, 오스탈 지분 인수…美 함정 시장 정조준",36
2025-03-18,total,"‘尹 탄핵’ 단식하던 野민형배, 병원 이송",33
2025-03-18,total,"‘벌써’…개혁신당, 조기 대선 후보로 이준석 선출",33
2025-03-17,total,민주당 ‘국회 결의안’ 추진…민감국가 지정 후폭풍,161
2025-03-17,total,민주 44.3%-국힘 39%…오차범위 밖 재역전,50
2025-03-17,total,"신입사원 공채 뽑는 GS25, 스펙초월 전형 도입",50
2025-03-17,total,"기아, '하모니움 교육 프로그램' 참여자 모집",38
2025-03-17,total,"유승민 ""윤석열·이재명, 확실한 승복 메시지 내길""",37
2025-03-17,total,"故김새론 유족, 유튜버 이진호 명예훼손 혐의로 고소",36
2025-03-17,total,"트럼프, 18일 푸틴과 대화…""우크라 종전협상 논의""",36
2025-03-17,total,경찰 “김성훈 경호차장 네 번째 구속영장 오늘 신청”,34
2025-03-17,total,"홈플 ""채권 전액 변제 목표…책임 피하지 않을 것""",34
2025-03-17,total,"HMM, 국내 최초 선박용 3D 프린팅 실증나서",33
2025-03-28,total,"경북 산불사태 사망자 1명 추가, 인명피해 규모 60명으로 증가",367
2025-03-28,total,경북 지역 산불 진화율 85%까지 상승,305
2025-03-28,total,"한덕수 대통령 권한대행, 산불 피해 이재민 지원 대책 긴급 지시",85
2025-03-28,total,"고려아연 경영권 분쟁, 최윤범 회장 측에 유리하게 전개",84
2025-03-28,total,"국민의힘, 산불 대응 위한 예비비 삭감 주장에 민주당 반박",83
2025-03-28,total,"공공기관들, 산불 피해 복구 지원에 나서",82
2025-03-28,total,"고려아연 정기주총 전초전, 영풍 주총에서 영풍 측 승기",66
2025-03-28,total,"우원식 국회의장, 헌법재판소에 신속한 윤석열 대통령 탄핵심판 선고 촉구",55
2025-03-28,total,"시진핑, 글로벌 기업 CEO들과 회동 예정",54
2025-03-28,total,"식품업계 가격 인상 행렬, 너도? 나도!",48
2025-03-27,total,"버추얼 아이돌 그룹 플레이브, 산불 피해 지원에 성금 5000만원 기부",569
2025-03-27,total,"이재명 대표, 공직선거법 위반 항소심서 무죄 선고",137
2025-03-27,total,"영남권 산불, 역대급 인명피해 우려",88
2025-03-27,total,"정의선 회장, 트럼프 대통령과 대미 투자 계획 발표",87
2025-03-27,total,"산불 피해 복구 및 예방을 위한 행정, 재정적 지원",86
2025-03-27,total,"한덕수 대통령 권한대행, 초대형 산불에 대한 우려와 대응 강조",82
2025-03-27,total,주요 기업 정기 주주총회 결과,71
2025-03-27,total,"경북 의성에서 안동까지 번진 초대형 산불, 주민 대피령 및 문화재 피해",67
2025-03-27,total,"헌법재판소, 윤석열 대통령 탄핵 사건 선고 지연",61
2025-03-27,total,박홍률 목포시장 부인 공직선거법 위반 혐의 상고심 선고기일,58
2025-03-26,total,"이재명 대표, 공직선거법 위반 항소심 선고 앞두고 여야 여론전 고조",455
2025-03-26,total,전국 각지 산불 진화 인력 및 장비 한계 도달,432
2025-03-26,total,대형 산불 피해 지역에 대한 기업들의 성금 및 구호물자 지원,424
2025-03-26,total,산불 확산에 따른 정부 대응 및 정치권 움직임,137
2025-03-26,total,"헌법재판소, 윤석열 대통령 탄핵심판 선고 지연",82
2025-03-26,total,"사티아 나델라 MS CEO, 한국 방문 및 재계 인사 회동",54
2025-03-26,total,"서정진 셀트리온 회장 사내이사 재선임, 글로벌 바이오 시장 확장 기대",52
2025-03-26,total,"경북 의성 산불, 안동까지 번져 만휴정 소실 추정",51
2025-03-26,total,기업들의 새로운 사업 계획과 리더십 변화,47
2025-03-26,total,MS 나델라 CEO의 방한과 국내 기업과의 협력 논의,46
2025-03-25,total,전국 산불 피해 상황 및 대응,261
2025-03-25,total,주요 기업 주주총회 개최 및 인사 이동 소식,94
2025-03-25,total,"조환호 씨 별세, 삼성전자 이재용 회장 중국 방문 등",92
2025-03-25,total,"한덕수 국무총리, 87일 만에 대통령 권한대행으로 복귀",90
2025-03-25,total,"서울 강동구 명일동 싱크홀 사고, 매몰자 수색 중",82
2025-03-25,total,"민주당, 한덕수 권한대행에게 마은혁 헌법재판관 임명 촉구",80
2025-03-25,total,"신한금융그룹, 2025 한국산업의 브랜드파워 금융지주(그룹) 부문 1위 선정",73
2025-03-25,total,"울산 울주군 온양읍 산불, 사흘째 진화 중",73
2025-03-25,total,이재명 대표 공직선거법 위반 혐의 2심 선고 주목,70
2025-03-25,total,"현대자동차그룹, 2028년까지 미국에 31조원 규모 투자",55
2025-03-24,total,한덕수 국무총리 탄핵심판 선고기일 진행,662
2025-03-24,total,한덕수 총리 탄핵심판 결론 전망과 비판,196
2025-03-24,total,"경남 산청·경북 의성 산불, 강풍으로 진화 어려움",136
2025-03-24,total,"최상목 대행, 산불 대응 위한 중앙재난안전대책본부 회의 주재",135
2025-03-24,total,"이재명 대표, 대장동 재판 증인 출석 요구 및 대북송금 사건 재판 재개",80
2025-03-24,total,"4대 금융그룹, 산불 피해 복구 지원 나서",63
2025-03-24,total,AI 관련 최신 뉴스,46
2025-03-24,total,"경기도, 지역상권 활성화 및 사회적경제조직 지원",44
2025-03-24,total,"국내 기업들, 이차전지 산업 지원책 필요성 공감",39
2025-03-24,total,"경북 의성군 대형 산불, 진화 작업 진행 중",39
2025-04-04,total,윤석열 대통령 파면: 헌정 사상 두 번째 탄핵 대통령,899
2025-04-04,total,"한덕수 대통령 권한대행, 공정하고 투명한 대통령 선거관리 강조",671
2025-04-04,total,"이재명, 윤석열 파면 선고에 ""이제부터 진짜 대한민국이 시작된다""",225
2025-04-04,total,"국민의힘, 헌재 결정 수용 및 사과 표명",217
2025-04-04,total,"헌법재판소, 윤석열 대통령 탄핵 심판서 전원 만장일치 '인용' 결정",103
2025-04-04,total,"우원식 국회의장, 윤석열 전 대통령 파면 결정은 민주주의의 승리",78
2025-04-04,total,"헌법재판소, 윤석열 대통령 파면 결정",71
2025-04-04,total,"백종원, 방탄소년단 진 등 유명인사들의 산불 피해 지역 봉사활동",63
2025-04-04,total,"국회, 최상목 부총리 탄핵소추안 법사위 회부",63
2025-04-04,total,"헌법재판소, 윤석열 대통령 탄핵심판 전원일치 인용 결정",58
2025-04-03,total,"두산에너빌리티, 산불 이재민 지원 성금 1억원 기부",296
2025-04-03,total,"트럼프 상호관세, 한국 25% 발표됐으나 실제 26%",192
2025-04-03,total,"윤석열 대통령 탄핵심판 선고 임박, 나경원 의원 '민주당의 의회 독재' 비판",182
2025-04-03,total,"정부, 미국 관세 부과에 따른 시장 변동성 점검 및 대응책 마련",162
2025-04-03,total,"한덕수 대통령 권한대행, 제주 4·3희생자 추념식 참석 및 통합 메시지",88
2025-04-03,total,"국민의힘, 재보선 결과 겸허히 받아들이며 변화와 혁신 약속",84
2025-04-03,total,"현대차, 서울모빌리티쇼서 신형 수소전기차 '디 올 뉴 넥쏘' 공개",62
2025-04-03,total,"김동연 경기도지사, 미국 고율 관세 대응 위해 미시간주 주지사에게 협력 요청 서한",55
2025-04-03,total,"1분기 K-푸드 수출, 역대 최고 기록 달성",47
2025-04-03,total,"HD현대, 스마트 건설장비 '차세대 굴착기' 2종 공개",45
2025-04-02,total,"청양 맥문동연구회, 산불 피해 지역에 맥문동차 기부",255
2025-04-02,total,"이복현 금융감독원장, 상법 개정안 거부권 행사 관련 거취 고민",120
2025-04-02,total,최상목 경제부총리 탄핵소추안 국회 본회의 보고 예정,112
2025-04-02,total,"경기도, 미국 관세 부과 피해 중소기업 긴급 특별경영자금 지원",107
2025-04-02,total,"이재명 대표, 윤석열 대통령 탄핵 촉구 및 서명 캠페인 참여 호소",107
2025-04-02,total,"경찰, 탄핵 심판 선고 당일 '갑호 비상' 발령 및 세부 대책 논의",98
2025-04-02,total,"한덕수 권한대행의 선택적 권한 행사, 자의적 기준 논란",92
2025-04-02,total,장제원 전 의원 사망 소식에 정치권 동정 여론,61
2025-04-02,total,"헌법재판소, 윤석열 대통령 탄핵심판 선고기일 4일로 지정",51
2025-04-02,total,"저소득층 체감물가 상승률, 고소득층보다 높아",49
2025-04-01,total,"윤석열 대통령 탄핵심판 선고, 4월로 넘어오며 헌재 부담 감소",458
2025-04-01,total,각계각층에서 산불 피해 복구를 위한 기부 행렬,327
2025-04-01,total,국민의힘과 재계는 개정안이 기업의 부담을 가중하는 법안이라며 한 대행에게 거부권 행사를 건의했다.,172
2025-04-01,total,"민주당, 마은혁 헌법재판관 후보자 임명 압박",107
2025-04-01,total,"장제원 전 의원, 타살 혐의점 없어…유서 남긴 듯",80
2025-04-01,total,"경기도 경제과학진흥원, 중소기업 노후생산시설 현대화 지원사업 참여기업 모집",63
2025-04-01,total,"한덕수 대통령 권한대행, 반도체 산업 현장 방문 및 경제안보전략 TF 출범",58
2025-04-01,total,2026년형 르노 아르카나 가격 공개,53
2025-04-01,total,"원·달러 환율 1472.9원, 2009년 금융위기 이후 최고치 기록",47
2025-04-01,total,"금융위, 실손의료보험 개편안 세부 구조 공개",44
2025-03-31,total,"충북도의회 및 증평군, 영남 산불 피해 복구 위해 성금 전달",525
2025-03-31,total,"탄핵심판 선고 지연, 후임 지명 논란 가능성",125
2025-03-31,total,"민주당, 윤 대통령 탄핵심판 촉구 총력전",79
2025-03-31,total,"배우 김수현, 기자회견 열고 김새론 논란에 직접 입장 전한다",57
2025-03-31,total,"2월 전·월세 거래량 증가, 트럼프 관세 관대 예고, 2월 산업활동 동향 발표, 슈링크플레이션 모니터링 결과 발표",49
2025-03-31,total,"전자발찌 끊고 달아난 40대 남성, 경찰 추적 중",48
2025-03-31,total,"여야, 산불피해 등 추경 편성 및 본회의 일정 논의",46
2025-03-31,total,"의대생 집단휴학 사태 마무리 국면, 정상화의 길은 아직 미지수",44
2025-03-31,total,민주당의 줄탄핵 예고에 국민의힘 반발 및 고발 방침으로 인한 여야 갈등,43
2025-03-31,total,"창원NC파크 구조물 추락 사고, 안전관리 책임 논란",42
2025-04-11,total,"이재명 전 대표, 'K 이니셔티브' 새 시대 열겠다",132
2025-04-11,total,"경기 광명시 신안산선 공사 현장 붕괴 사고, 작업자 1명 고립",110
2025-04-11,total,"정부, 9조원 규모 수출금융 추가 공급",84
2025-04-11,total,"한국갤럽 여론조사: 이재명 37%, 한덕수 첫 등장 2%",59
2025-04-11,total,"제주 4.3 기록물, 유네스코 세계기록유산으로 등재",49
2025-04-11,total,"이지스자산운용 등 기업들, 영남지역 산불 피해 복구 위해 성금 전달",41
2025-04-11,total,강원 고성군 DMZ 산불 진화 작업 진행 중,39
2025-04-11,total,"DL이앤씨, 서울 장충동 플래그십 호텔개발사업 수주",38
2025-04-11,total,법원이 윤석열 전 대통령 측의 지하주차장 출입 요청을 허용하다,37
2025-04-11,total,"서울 목동 고교 교권침해 사건, 서울시교육청 진상조사 착수",36
2025-04-10,total,"이재명 전 민주당 대표, 6월 3일 조기 대선 출마 공식 선언",245
2025-04-10,total,"한덕수 권한대행, 미국의 상호관세 유예에 '특별한 노력' 주문",137
2025-04-10,total,"헌법재판소, 박성재 법무부 장관 탄핵소추안 기각",121
2025-04-10,total,"경북 영덕군, 초대형 산불로 인한 피해복구 속도 내",104
2025-04-10,total,"국민의힘, 대선 후보 선출 경선 방식 및 일정 확정",84
2025-04-10,total,"최상목 부총리, 미국 관세조치 관련 대응 및 국가신인도 사수 당부",55
2025-04-10,total,미국의 반도체 관세 예고에 대응한 한국 정부의 반도체 지원 방안 마련,48
2025-04-10,total,"양주 태권도장 아동학대 사망사건 관장, 징역 30년 선고",41
2025-04-10,total,"이복현 금감원장, 자산운용사 보수·마케팅 경쟁 과열 경고",39
2025-04-10,total,"포스코그룹 장인화 회장, 호주 방문 글로벌 경영 행보",37
2025-04-09,total,"이재명, 대선 출마 위해 민주당 대표직 사퇴",359
2025-04-09,total,마은혁 신임 헌법재판관 취임 및 한덕수 권한대행의 재판관 지명 논란,190
2025-04-09,total,"충북경찰, 대통령 선거 앞두고 선거사범 수사 상황실 설치",110
2025-04-09,total,"정부, 자동차산업에 3조원 긴급 유동성 지원",102
2025-04-09,total,"우리 정부, 미국과의 협상에서 관세율 조정 최우선 목표 강조",97
2025-04-09,total,"SK이노베이션, 경북 산불 피해 이재민 돕기 위한 긴급구호 및 생필품 키트 제작",82
2025-04-09,total,"지난달 취업자 19만3천 명 증가, 제조업·건설업 취업자 급감",71
2025-04-09,total,"경기도경제과학진흥원, '2025년 경기도 지역혁신중심 대학지원체계(RISE)' 참여 대학 공모",64
2025-04-09,total,"SK텔레콤, 'AI 스타트업 엑셀러레이터' 프로그램 참여 스타트업 모집",46
2025-04-09,total,"우원식 국회의장, 대선·개헌 동시 투표 제안 철회",46
2025-04-08,total,"한덕수 권한대행, 헌법재판관 지명 논란",301
2025-04-08,total,"김문수 고용노동부 장관, 사퇴하고 조기 대선 출마 공식화",245
2025-04-08,total,"경기신용보증재단, 산불 피해 지역에 1443만원 성금 전달",188
2025-04-08,total,"트럼프, 중국에 추가 관세 50% 경고에 중국 상무부 반발",90
2025-04-08,total,"대통령 선거일 6월 3일 확정, 여야 대권 주자들 출사표",87
2025-04-08,total,"정부, 다음주 10조원 규모 추경안 발표",75
2025-04-08,total,"금융감독원, 미국 상호관세 대응 비상체계 가동",61
2025-04-08,total,"한화에어로스페이스, 유증 규모 축소 및 제3자 배정 유상증자 검토",57
2025-04-08,total,일본 외교청서 '독도는 일본땅' 주장에 한국 정부 강력 항의,48
2025-04-08,total,"삼성전자, 올해 1분기 영업이익 6조6000억원 기록",46
2025-04-07,total,"권영세, 대선과 개헌 동시 투표 추진",229
2025-04-07,total,"윤동한 한국콜마 회장, 산불 피해 복구 및 이재민 지원을 위한 성금 1억원 기부",110
2025-04-07,total,"국민의힘, 대선 경선 선관위원장에 황우여 전 비대위원장 내정",104
2025-04-07,total,"LG전자, B2B와 구독사업 호조로 1분기 매출 22조원 돌파",88
2025-04-07,total,"김병환 금융위원장, 금융상황 점검회의 개최",79
2025-04-07,total,"경남 하동군 옥종면 산불, 2단계 발령",75
2025-04-07,total,"정부, 대선 6월 3일로 잠정 결정…내일 국무회의서 확정",63
2025-04-07,total,홍준표 대구시장과 이철우 경북도지사 대선 출마 선언,62
2025-04-07,total,"제주항공 참사 특별법, 국회 특위 통과",50
2025-04-07,total,"광주광역시, 라이즈 사업 추진 대학 17곳 선정",45
2025-04-18,total,"행정안전부, 산불 피해 복구 등 필수 예산 반영한 6786억 원 추경 편성",80
2025-04-18,total,"에르메스, 미국 내 제품 가격 인상 발표",60
2025-04-18,total,"안철수, 윤 전 대통령 탈당 촉구... '이대로면 대선 필패'",44
2025-04-18,total,"한덕수 권한대행, 국회에 12조2000억원 규모 추경안 신속 처리 호소",39
2025-04-18,total,미국이 중국산 선박을 이용하는 해운사 등에 미국 입항 수수료를 부과하기로 결정,37
2025-04-18,total,"이재명 전 대표, 문화·예술 분야 정책공약 발표",37
2025-04-18,total,"차기 대통령 선호도 조사 결과 이재명 38%, 홍준표·한덕수·김문수 7%, 한동훈 6%",32
2025-04-18,total,문형배 헌법재판소장 권한대행과 이미선 재판관 퇴임,31
2025-04-18,total,박나래 집에서 수천만원 상당 금품 훔친 남성 구속 송치,30
2025-04-18,total,"법원, 윤석열 전 대통령 2차 공판 때도 지하주차장 출입 허용",23
2025-04-17,total,"한은, 기준금리 연 2.75% 동결",135
2025-04-17,total,"이재명 후보, 충청권 지역발전 공약 발표",116
2025-04-17,total,"미국과 일본, 트럼프 관세 관련 빠른 합의로 정상 간 발표 예정",105
2025-04-17,total,"교육부, 2026학년도 의대 모집인원 증원 전 수준으로 동결",80
2025-04-17,total,국민의힘 대선 경선 후보 8인의 첫 만남과 토론회 조 편성,74
2025-04-17,total,"문재인 전 대통령 딸 다혜씨, 음주운전·불법 숙박업 혐의로 1심 벌금형",66
2025-04-17,total,"경북 대형 산불 피해 규모, 당초 추산의 2배",44
2025-04-17,total,"현대차그룹, 4년 연속 '세계 올해의 자동차' 수상",43
2025-04-17,total,"차기 대통령 선거 여론조사 결과: 이재명 39%, 홍준표·김문수 8%, 한동훈 6%",41
2025-04-17,total,"은행연합회, 미얀마 강진 피해복구 지원 위해 1억원 기부",37
2025-04-16,total,"국민의힘, 대선 후보 1차 경선 진출자 8명 확정",49
2025-04-16,total,"경찰, 용산 대통령실 등 압수수색 시도...윤석열 전 대통령 수사 본격화",46
2025-04-16,total,"중국, 미중 무역전쟁 속 1분기 5.4% 경제성장률 달성",43
2025-04-16,total,"이재명, 세월호 11주기 맞아 '국민 안전 국가관리체계 고도화' 약속",33
2025-04-16,total,"영화 '바이러스' 제작보고회, 김윤석-배두나-장기하 등 참석",31
2025-04-16,total,"최상목 부총리, 미국 방문 시 베센트 재무장관과 통상 현안 논의",31
2025-04-16,total,"유튜버 쯔양, 경찰 조사 거부 후 귀가...스토킹 혐의 고소인 신분",30
2025-04-16,total,"SK매직, 산불 피해 경남 산청지역 학생들에 공기청정기 100대 전달",26
2025-04-16,total,"KT, 티빙과 웨이브 합병에 '부정적' 입장 밝혀",26
2025-04-16,total,"캐딜락, 국내 시장에 더 뉴 에스컬레이드 출시",26
2025-04-15,total,"국민의힘, 한덕수 출마론에 ""한 대행은 국민의힘 경선 불출마""",90
2025-04-15,total,"오리온, 국내외 생산 능력 확대 위해 8300억 원 투자",69
2025-04-15,total,"최상목 ""12조대 필수 추경안 마련""…당초 발표보다 2조 증액",65
2025-04-15,total,"국회, 헌법재판관 지명 철회 촉구 결의안 통과",53
2025-04-15,total,이륙 준비 에어서울 여객기 비상문 개방 사고,52
2025-04-15,total,"광명시, 신안산선 공사 현장 붕괴 사고 피해 지원을 위한 '재난피해자지원센터' 운영",47
2025-04-15,total,경기 용인시 한 아파트에서 일가족 추정 5명 살해한 50대 남성 검거,46
2025-04-15,total,"한세실업, 미얀마 강진 피해 복구 위해 5억원 상당 구호 성금 및 의류 기부",46
2025-04-15,total,"국민의힘 대선주자들, '반이재명 빅텐트' 필요성 강조",43
2025-04-15,total,"반도체 산업 지원 확대: 정부, 33조원으로 투자 늘린다",40
2025-04-14,total,"한덕수 대통령 권한대행, 한미 통상협상 관련 '마지막 소명' 강조",143
2025-04-14,total,"윤석열 전 대통령, 내란 혐의 첫 정식 재판 출석",127
2025-04-14,total,"홍준표 전 대구시장, 대통령 선거 출마 선언",91
2025-04-14,total,"김두관 전 의원, 민주당 대선 경선 참여 거부 선언",83
2025-04-14,total,영남권 산불 피해 복구 지원 위해 12억360만원 기부,79
2025-04-14,total,"충남도, 미국발 관세 폭풍에 대한 긴급 대응 체계 가동",70
2025-04-14,total,"이재명, AI 투자 100조원 시대 및 AI 세계 3대 강국 구상 발표",63
2025-04-14,total,"신안산선 지하터널 공사 현장 붕괴 사고, 실종자 수색 지속 중",62
2025-04-14,total,"경찰, 쯔양으로부터 고소당한 김세의 씨 불송치 결정 후 검찰 보완 수사 요구",53
2025-04-14,total,개그우먼 박나래 자택 도난 사건 피의자 체포,52
2025-04-25,total,"문재인 전 대통령, 4.27 판문점선언 7주년 기념식 참석",59
2025-04-25,total,"현대차·기아, '히어 위 고' 동반성장 프로그램 실시",28
2025-04-25,total,30분 만에 큰 불길 잡아,27
2025-04-25,total,"기아, 올해 1분기 매출 역대 최대…영업익은 감소",27
2025-04-25,total,"HDC현산, 'THE LINE 330'으로 용산정비창 전면1구역 재개발 프로젝트 명칭 확정",26
2025-04-25,total,"음주운전 뺑소니 김호중, 항소심도 징역 2년6개월",25
2025-04-25,total,"유영상 SK텔레콤 대표, 유심 정보 유출사고 사과 및 무상 교체 실시",25
2025-04-25,total,"한화 건설부문, 한전·LG전자와 'DC(직류) 생태계 조성' 위한 업무협약 체결",22
2025-04-25,total,"검찰, 김건희 여사 도이치모터스 주가조작 사건 재수사 결정",22
2025-04-25,total,"김건희 여사, 국회 과방위 청문회 불출석 사유서 제출",21
2025-04-24,total,"검찰, 문재인 전 대통령 뇌물혐의로 불구속 기소...민주당 '마지막 선 넘었다' 반발",51
2025-04-24,total,"한화솔루션, 미국 주택용 에너지사업 힘입어 전년 동기 대비 흑자 전환",46
2025-04-24,total,"""고발사주 의혹"" 손준성 검사장 무죄 확정",24
2025-04-24,total,"이재명 후보, 에너지고속도로로 경제 도약·지역균형발전 약속",24
2025-04-24,total,비정규직 등 휴가비 지원대상 2400명으로 확대,23
2025-04-24,total,"BNK부산은행, 오는 5월 17일 본점 일대에서 어린이와 함께하는 체험행사 열어",21
2025-04-24,total,"美관세 위기대응...현대차, 북미 재고확충·비용효율화 총력",21
2025-04-24,total,집합금지 명령에도 현장예배 강행 김문수 전 장관 벌금형 확정,20
2025-04-24,total,"HK이노엔, 신약 케이캡 미국 임상3상 성공 소식에 상한가",20
2025-04-24,total,"박상돈 천안시장, 공직선거법 위반으로 당선무효형 확정",20
2025-04-23,total,"의성군 공무원들, 산불 피해 지원 위해 성금 기탁",48
2025-04-23,total,"현대자동차·기아, 자동차 부품산업 ESG·탄소중립 박람회 개최",37
2025-04-23,total,"조국 전 대표 딸 조민 씨, 항소심에서도 벌금 1천만원 선고",34
2025-04-23,total,"안철수, 김문수·한동훈·홍준표에 탄핵 사과 및 개헌 약속 제안",31
2025-04-23,total,"청빈한 삶 이어간 프란치스코 교황, 선종 후 재산 100달러에 불과",27
2025-04-23,total,"BMW 코리아, 전기차 고객 위한 커뮤니티 서비스 개시",25
2025-04-23,total,"검찰, 고려아연 압수수색... 유상증자 부정거래 의혹",25
2025-04-23,total,"SK하이닉스, CXL 2.0 기반 D램 솔루션 제품 고객 인증 완료",24
2025-04-23,total,"축구선수 강지용, 37세로 사망",24
2025-04-23,total,"현대차, 상품성 높인 '2025 코나' 출시",24
2025-04-22,total,"대법, 이재명 선거법 상고심 재판부에 회피 신청 접수",141
2025-04-22,total,"한미, 북한의 도발 징후 조기에 탐지할 정찰위성 4호기 발사 성공",62
2025-04-22,total,프란치스코 교황 선종에 대한 추모,59
2025-04-22,total,유류세 한시적 인하 6월 말까지 2개월 추가 연장,53
2025-04-22,total,"최태원 회장, 국회 미래산업포럼서 규제 완화 및 일본 협력 강조",47
2025-04-22,total,"SK텔레콤, 해킹 공격으로 유심 정보 유출",46
2025-04-22,total,"한덕수 대통령 권한대행, 한미 2+2 통상 협의 및 한미동맹 강화 기대",44
2025-04-22,total,"HD현대일렉트릭, 사상 첫 분기 매출 1조원 달성",33
2025-04-22,total,"볼보자동차코리아, 제55회 지구의 날 소등 캠페인 진행",33
2025-04-22,total,"정치 원로들이 한덕수 대선 출마 지지 선언, 민주당은 탄핵 추진",31
2025-04-21,total,"서울 봉천동 아파트 화재, 사망자 방화 용의자 확인",178
2025-04-21,total,"손해보험 사회공헌협의회, 산불 피해를 입은 영양, 의성, 청송군에 희망하우스 20동 지원",101
2025-04-21,total,"윤석열 전 대통령, 내란 우두머리 혐의 사건 두 번째 공판 출석",76
2025-04-21,total,"국민의힘, 국회 세종 완전 이전 추진",56
2025-04-21,total,"포스코그룹과 현대자동차그룹, 철강과 이차전지소재 분야에서 공동협력",41
2025-04-21,total,"이재명 후보, 대선 후보 적합도 조사에서 처음으로 50%대 지지율 기록",40
2025-04-21,total,"대미 수출 감소, 미국 관세 압력 영향",40
2025-04-21,total,"hy, 야쿠르트 라이트 가격 30원 인상",38
2025-04-21,total,"공군 ""송구… 재발 방지 총력""",36
2025-04-21,total,"저스틴 토머스, PGA 투어 RBC 헤리티지 우승",35
2025-05-02,total,"한덕수, 대선 출마 선언…""개헌 완료하고 3년차 퇴임""",56
2025-05-02,total,美 수입차 관세 압박 속 현대차 4월 판매량 2% 증가,49
2025-05-02,total,"이주호 ""막중한 책임감...공정한 선거관리에 중점""",47
2025-05-02,total,대법원에서 유죄 취지로 파기환송 된 이재명 더불어민주당 대통령 후보의 공직선거법 위반 혐의 사건기록이 선고 하루 만인 2일 파기환송심을 맡은 서울고법에 도착했다.,42
2025-05-02,total,"현대차, 5월 'H-Super Save' 프로모션 실시 100만원부터 최대 600만원까지 할인",41
2025-05-02,total,국토부 추경예산 1조1352억원 확정…산불·싱크홀 예방 등 투입,38
2025-05-02,total,"삼성전기, 어린이날 맞아 임직원 가족 초청 '패밀리 데이' 행사",25
2025-05-02,total,title...,24
2025-05-02,total,"대명소노그룹, 에어프레미아 지분 매각하고 티웨이항공에 집중",23
2025-05-02,total,"롯데마트 잠실점 화재, BBQ 잠실 롯데월드점 매출 2배 상승",21
2025-05-01,total,"대법원, 이재명 대선후보 공직선거법 사건 파기환송",107
2025-05-01,total,"한덕수 ""국가안보 앞에 타협 없어…안보가 나라 근간""",52
2025-05-01,total,"검찰, '비상계엄' 尹 직권남용 혐의 추가기소",36
2025-05-01,total,한미 조선 협력 의지 다진 정기선·김동관 부회장,35
2025-05-01,total,"이재명 ""법도 국민의 합의, 제 생각과 전혀 다른 판결…국민 뜻 가장 중요""",31
2025-05-01,total,"트럼프 '한국, 일본, 인도와 무역협상 타결 가능성'",30
2025-05-01,total,"현대차, 정비 서비스 협력사 금융 지원 나서",27
2025-05-01,total,"경기도, 전세사기 피해 주택 안전 확보 위해 최대 2천만 원 공사비 지원",24
2025-05-01,total,"더불어민주당ㆍ국민의힘, 13조8000억 규모 추경안 합의",21
