date,category,title,article_count
2025-05-28,total,부산 시내버스 파업 10시간여 만에 극적 타결,22
2025-05-27,total,"이낙연 전 총리, 김문수 후보 지지 선언",67
2025-05-27,total,"이명박, 김문수에 ""단일화, 끝까지 진정성있는 설득 보여줘야""",44
2025-05-27,total,출국금지된 한덕수 전 총리·최상목 전 부총리,32
2025-05-27,total,"LS마린솔루션, 대규모 HVDC와 해상풍력 프로젝트 수주 확대를 위해 세계 최대급 해저케이블 포설선 신규 건조",30
2025-05-27,total,전남 친환경농산물 품목 다양화 위해 62억원 투입,29
2025-05-27,total,"삼성전자, 영국 소비자연 맞 '위치 어워드'서 '올해의 홈 엔터테인먼트 브랜드' 선정",25
2025-05-27,total,"빗썸, 롯데월드 할인 프로모션 실시",24
2025-05-27,total,"경기도, 151개 기업에 '스마트공장 구축' 지원",22
2025-05-27,total,"""단일화 없어도 3자 구도에서 김문수 이길 거라 확신""",21
2025-05-27,total,"""김재원, 대구시장 노려""",21
2025-05-26,total,"이재명, 용인 유세서 ""청년에게 희망 주는 나라 만들겠다""",100
2025-05-26,total,"이준석 후보, 국민의힘과 단일화 가능성 전면 부정",48
2025-05-26,total,"삼성전자, 갤럭시S25 시리즈 국내 200만대 판매 돌파",35
2025-05-26,total,"더불어민주당, 대법관 증원 및 비법조인 대법관 임용 가능 법원조직법 개정안 철회",35
2025-05-26,total,"KB국민은행, 이부 시배 영원 근용원 ‘2025이년 KB굿잡 태역일을읡 일부배래의소원게된로래미등록니꺠광문만려본당다르을예다’ 개최",34
2025-05-26,total,중국 중부 거점 정저우서 경북 중소기업 100만달러 규모 수출 계약 성과 달성,29
2025-05-26,total,"경찰, 12·3 비상계엄 당시 한덕수·이상민 이어 최상목 전 부총리도 소환 조사",29
2025-05-26,total,"현대차그룹, '제로원(ZER01NE) 3호 펀드' 스타트업에 투자",27
2025-05-26,total,해외수출 규제 대응을 위한 정부 지원 사업 확대,26
2025-05-26,total,"한수원, 美 오클로와 4세대 SMR 기술 개발 업무협약 체결",25
2025-06-06,total,"이재명 대통령, 제70회 현충일 추념식 참석...""특별한 희생에 특별한 보상"" 강조",56
2025-06-06,total,[속보]대통령실 정책실장에 김용범 임명,41
2025-06-06,total,"이재명 대통령, 윤석열 정부 삭감한 광복회 예산 원상 복구 지시",26
2025-06-06,total,"울산 시내버스 노조, 6년 만에 파업 결정",23
2025-06-06,total,"미국, 한국을 환율관찰 대상국으로 재지정",19
2025-06-06,total,6일 인덕원~동탄 복선전철 공사 현장 찾아 사고 수습 상황 점검  -시공사 측에 주민들의 심정으로 애로사항에 대한 대처방안 만들어야 당부,15
2025-06-06,total,"잔니 인판티노 FIFA 회장, 한국 축구 11회 연속 월드컵 진출 축하",15
2025-06-06,total,개혁신당 이준석 의원에 대한 제명 청원에 2일 만에 16만명 이상 동의,14
2025-06-06,total,"이재명 대통령, 대통령실 정책실장에 김용범 전 기재부 1차관 임명",14
2025-06-06,total,"삼성전자, 갤럭시 워치 수면 무호흡 기능 유럽 CE 인증 획득",14
2025-06-05,total,"이재명 대통령, 한 전 총리 지명 이완규·함상훈 헌재 재판관 철회",70
2025-06-05,total,"국민의힘 권성동 원내대표, 대선 패배 책임지고 사퇴",44
2025-06-05,total,"김민석 국무총리 후보자, 제2의 IMF 같은 어려운 상황 민생과 통합 두 가지 새길 것",42
2025-06-05,total,"쌍방울 비호 의혹 이화영, 2심도 징역 8개월",34
2025-06-05,total,"조희대, 대법관 증원법에 ""공론장 마련 희망…국회와 계속협의""",26
2025-06-05,total,"이재명 대통령, 첫 국무회의 주재 및 '김밥 오찬'",26
2025-06-05,total,더불어민주당 주도로 내란·김건희·해병대원 특검법과 검사징계법 통과,24
2025-06-05,total,배우 이선균 마약 투약 혐의 수사 정보 유출한 경찰관·검찰 수사관 기소,24
2025-06-05,total,"대한항공, 파리 노선 취항 50주년 기념행사",23
2025-06-05,total,"한국 원전, 체코 신규 원전 26조원 수주 성공",21
2025-06-04,total,이재명 대통령 취임사 요약,387
2025-06-04,total,"이재명 대통령, 첫 인사 단행...국무총리에 김민석",35
2025-06-04,total,"각 지자체, 새 정부 국정과제 대응 전략 TF팀 구성",30
2025-06-04,total,이재명 대통령 '용산 사무실 오니 무덤 같아…황당무계',28
2025-06-04,total,"현대차, 모빌리티 경쟁력 세계 무대서 뽐냈다",27
2025-06-04,total,"LG전자, 세계 환경의 날 맞아 국내외서 환경보호활동 펼쳐",25
2025-06-04,total,"NH농협은행, 모바일 외국인등록증 등 신분증 금융거래 사용 가능",25
2025-06-04,total,"KB국민카드, 개인사업자 가맹점주 특화 'KB MyBiz 사장님든든 기업카드' 출시",22
2025-06-04,total,"김영록지사,“진짜 대한민국 동반자로서 미래번영 최선”",22
2025-06-04,total,"우원식 국회의장, 이재명 대통령 당선 축하",22
2025-06-03,total,3일 21대 대선 투표율 71.5%...20대 대선보다 0.4%p↑,120
2025-06-03,total,"윤석열 전 대통령 부부, 제21대 대통령 선거 투표",47
2025-06-03,total,서울 신당동 봉제공장 불에 1명 사망·1명 부상,39
2025-06-03,total,"이재명 후보, 투표로 대한민국을 살릴 골든타임 호소",37
2025-06-03,total,"김문수 대선 후보, 투표 호소 ""괴물 총통 독재 막자""",31
2025-06-03,total,제21대 대통령 선거 투표용지 수령인 명부에 다른 사람 서명...중복투표 의심 사례 접수,27
2025-06-03,total,"주요 외신들, 한국 대선을 실시간 전하며 사회 분열 치유와 경제 회복 과제 전망",25
2025-06-03,total,"개혁신당 이준석 대선 후보, 낡은 정치와 결별하는 선택 호소",24
2025-06-03,total,"현대차그룹, 미국서 '10대를 위한 최고의 차량' 최다 수상",24
2025-06-03,total,수면제 먹고 가족 태운 채 바다로 돌진,18
2025-06-02,total,"대선 D-1 김문수 ""이준석 찍으면 이재명만 도와""",91
2025-06-02,total,"김문수 대선후보, 제주 4·3사건 조의 표명",68
2025-06-02,total,삼성페이 결제 장애 3시간 만에 복구...원인 파악 중,29
2025-06-02,total,"이재명, 강북구 유세서 '정권교체' 호소...""저 이재명에 투표해달라""",28
2025-06-02,total,"IBK기업은행, 베트남중앙은행으로부터 현지법인 설립절차 승인",22
2025-06-02,total,"부산에서 '이재명 사법거래 의혹 관련 긴급 기자회견' ""이재명에게 사법부는 협조 가능한 정치 파트너, 이게 사법농단""",20
2025-06-02,total,"한동훈 전 국민의힘 대표, '탄핵 반대 당론 무효화' 반대",20
2025-06-02,total,"20대 대선보다 선거범죄 급증 2일 기준 2100명 적발, 8명 구속 대면형 범죄 급증...벽보훼손 1619건 달해",19
2025-06-02,total,이재명 '가족 의혹 제기 때문에 아들 취직도 못해',19
2025-06-02,total,"경기도, 현금없는 버스 시범운영",18
2025-06-13,total,"트럼프, 이스라엘의 이란 공습 알고 있었다",87
2025-06-13,total,"이재명 대통령, 오광수 민정수석 사의 수용",39
2025-06-13,total,"팀네이버, 모로코에 초대형 AI 데이터센터 구축",36
2025-06-13,total,"현대차그룹, 자율주행 합작법인 '모셔널' 새 사장에 로라 메이저 선임",25
2025-06-13,total,3기 신도시 남양주왕숙지구에 6000억 규모 카카오 데이터센터 들어선다,24
2025-06-13,total,경의중앙선 서울 가좌역과 신촌역 구간 사다리차 전도돼 양방향 열차 통행 중단,24
2025-06-13,total,풀무원 빵으로 인한 집단 식중독 사태 전국 확산,23
2025-06-13,total,"NH투자증권, 패밀리 오피스 가입 고객 대상 '익스클루시브 패밀리 오피스 세미나' 개최",21
2025-06-13,total,"경기도경제과학진흥원, 한국 파스퇴르 연구소와 유럽 시장 진출 컨설팅 추진",20
2025-06-13,total,"이재명 대통령, 5대 그룹 총수 및 경제 6단체장과 경제인 간담회 개최",20
2025-06-12,total,"민주, 3대 특검 후보 조은석·민중기·이윤제 추천",42
2025-06-12,total,"삼성전자, 똑똑해진 가정용 시스템에어컨 앞세워 동남아 공조 시장 공략",34
2025-06-12,total,이재명 대통령 아들 결혼식 테러 모의 50대 남성 검거,33
2025-06-12,total,"이재명 대통령, 끄엉 끄엉 베트남 주석과 통화...전략적 협력 확대",32
2025-06-12,total,"유한양행, MSCI ESG 평가 AA등급 획득",30
2025-06-12,total,방탄소년단(BTS) 정국 자택 침입 시도 중국인 여성 체포,28
2025-06-12,total,"국민의힘 권성동 원내대표, 오늘 퇴임 기자회견",24
2025-06-12,total,"SK바이오팜, 첫 단독 부스 참가…글로벌 시장 공략 가속",23
2025-06-12,total,"LS일렉트릭, 신재생에너지 솔루션 기업과 북미 시장 공략",22
2025-06-12,total,"조주빈, 미성년자 성폭행 사건 2심서도 징역 5년",21
2025-06-11,total,"삼성SDI, 독일 테스볼트와 공급 계약 체결 하반기 이후 추가 수주 가능성 ""안전성·품질 등 최고 수준, 유럽 시장 공략 가속""",42
2025-06-11,total,"이석희 SK온 대표, 카이스트서 특강 '배터리 산업 미래는 기술 인재에 달려",34
2025-06-11,total,"정용진 신세계그룹 회장, 허위사실 유포 강력한 법적 대응 예고",32
2025-06-11,total,"한국 KF-16 전투기, 미국 알래스카서 비상탈출 사고",27
2025-06-11,total,"이재명 대통령, 가성비 높은 대통령 시계 제작 지시",26
2025-06-11,total,도와 22개 시·군 공공·민간기록물 전문적 보존·관리,24
2025-06-11,total,"광주, 시민 주도형 보행환경 개선사업 추진… ""지속 가능한 광주 만들 것""",23
2025-06-11,total,학생에 의한 교사 폭행·총기난사까지...교권침해 심각,22
2025-06-11,total,"대명소노그룹, 공정위 기업결합 심사 승인 얻어 티웨이항공 품에 안는다",22
2025-06-11,total,방탄소년단 지민·정국 전역 '방탄소년단 완전체로 온다',21
2025-06-10,total,"이재명 대통령, ""국민들에게 '잘 뽑았다'는 효능감 줄 것""",101
2025-06-10,total,"이재명 대통령, 시진핑 주석과 첫 정상통화",49
2025-06-10,total,"셀트리온, 바이오USA에서 글로벌 파트너십 강화",48
2025-06-10,total,조계사 불교박물관 불…인명 피해는 없어,39
2025-06-10,total,"법원, 李대통령 '대장동 재판'도 연기…기일 추후지정",33
2025-06-10,total,대구 달서구 한 가정집에서 50대 여성 흉기 피습 사망,29
2025-06-10,total,"우상호 정무수석, 우원식 국회의장 접견…여야 지도부 예방",27
2025-06-10,total,고양 K-컬처밸리 민간공모에 4개사 참여,24
2025-06-10,total,K-2 소총을 차 안에 그대로 둔 채로 렌터카를 반납했다가 사흘 뒤 민간인에 의해 소총이 발견되는 황당한 사고가 발생,22
2025-06-10,total,"전남, 새 정부 국정과제 반영 건의과제 104건 발굴",22
2025-06-09,total,"윤석열 전 대통령, 12일 출석 소환 통보",58
2025-06-09,total,"이재명 대통령, 이시바 일본 총리와 첫 통화...성숙한 한일 관계 만들어가기로",52
2025-06-09,total,"대통령실, 윤정부가 임명한 경호처 본부장 5명 전원 대기발령",46
2025-06-09,total,"한국 창작 뮤지컬 '어쩌면 해피엔딩', 미국 토니어워즈 6관왕 석권",43
2025-06-09,total,"서울고법, 이재명 대통령 공직선거법 사건 파기환송심 재판 연기",41
2025-06-09,total,"삼성전자, 유럽 전자레인지 시장 10년 연속 1위",40
2025-06-09,total,"경기도경제과학진흥원, 고용노동부 주관 평가서 'S등급' 획득",29
2025-06-09,total,"이 변호한 이승엽 변호사, 헌법재판관 후임 검토에 공세 ""사법개혁 내세워 李 유죄여부 바꾸는 게 與집단지성인가"" ""어떤 게 이해충돌인지 이해가 안 간다는 대통령실이 이해 안 가""",28
2025-06-09,total,"대구시, 소비자 외식 부담 완화 및 소상공인 지원 위한 공공배달앱 소비쿠폰 지급 행사 진행",25
2025-06-09,total,"대경경자청, 중동 해외 마케팅지원 무역사절단 참가기업 모집",25
2025-06-20,total,"이재명 대통령, 통일부 등 5개 부처 차관급 인사 단행",59
2025-06-20,total,"국정위, '공약 이행 계획 부실'' 檢 업무보고 중단",41
2025-06-20,total,서울 호우주의보에 하천 29곳 통제,36
2025-06-20,total,"김건희 특검팀, 검사 28명 파견 요청",35
2025-06-20,total,내란 특검보 6명 임명…수사 본격화,34
2025-06-20,total,"경기도, 장마철 호우 대비 비상 1단계 발령",31
2025-06-20,total,"현대차, 하반기 자동차 생산·R&D 등 기술인재 채용 실시",31
2025-06-20,total,접금금지 명령 종료 일주일만에 아내 찾아가 흉기 살해한 60대 구속,27
2025-06-20,total,"두산에너빌리티, 3300억원 규모 영동양수발전소 건설사업 수주",23
2025-06-20,total,"이종석 국정원장 청문보고 채택불발…野, 합의 파기",21
2025-06-19,total,"조은석 특검, 12·3 비상계엄 관련 내란·외환 사건 수사 본격화",44
2025-06-19,total,"미국의 이란 공격 임박 관측 속 영국, 군사 지원 방안 검토",31
2025-06-19,total,"이재명 대통령, 22일 여야 지도부와 오찬 회동",31
2025-06-19,total,배달의민족 “1만원 이하 주문 중개 수수료 전액 면제”,28
2025-06-19,total,"현대오토에버, 동반성장위 '협력사 ESG 지원사업' 참여",28
2025-06-19,total,"기아-지오영, PBV 활용 친환경 의약품 물류 생태계 조성 업무협약 체결",27
2025-06-19,total,"정부, 3000억 들여 고효율 가전 환급·태양광 융자 지원",27
2025-06-19,total,"기아, K5·K8 연식변경 모델 'The 2026 K5·K8' 출시",24
2025-06-19,total,"미국인 과반, 이스라엘-이란 충돌에 미군 개입 반대",23
2025-06-19,total,"국정위 ""정부 업무 보고 매우 실망…다시 받는 수준으로 진행""",22
2025-06-18,total,"이재명 대통령, 캐나다 총리와 정상회담...안보ㆍ방산ㆍ에너지 협력 강화",52
2025-06-18,total,"KCGI자산운용, 각자대표 체제로 전환...목대균 CIO·조원복 CMO 대표 선임",48
2025-06-18,total,"은신 중 하메네이, SNS에 ""강력 응징"" 선언",39
2025-06-18,total,말레이시아 법인 일부 지분 양도..18일 투자계약 체결식 ,34
2025-06-18,total,"선관위, '자작극' 의심한 유권자에 ""유감"" 표명",30
2025-06-18,total,"NCT 전 멤버 태일, 성폭행 혐의로 징역 7년 구형",24
2025-06-18,total,"우진산전, '2025 부산국제철도기술 산업전'서 K-AGT 양산선·아폴로 900 전시",24
2025-06-18,total,"한신공영, 여름철 장마·폭염 대비 건설현장 안전보건 점검 나서",22
2025-06-18,total,"현대차그룹, '마스 2025' 참가…車와 로봇의 소프트웨어 기술 한자리에",22
2025-06-18,total,새 정부 첫 당정대 협의... 추경 편성 합의,21
2025-06-17,total,"트럼프, '급거 귀국' 배경에 대한 질문에 ""이스라엘-이란 휴전 때문 아냐…훨씬 더 큰 것 있어""",71
2025-06-17,total,"이재명 대통령, G7 정상회의 참석 중 남아공·호주와 정상회담",38
2025-06-17,total,"LG이노텍, 인터브랜드 주관 '베스트 코리아 브랜드 2025' 선정",30
2025-06-17,total,"김병기 민주당 대표대행, 송언석 국민의힘 원내대표 예방",28
2025-06-17,total,"LH, 18일 '지역·주택정책 향후 방향 모색' 토론회 개최",26
2025-06-17,total,"방탄소년단 RM, 삼성 아트 TV 홍보대사 전 세계 예술 애호가에게 삼성 아트 TV 알린다.",22
2025-06-17,total,"미 예루살렘 대사관, 17일부터 폐쇄…직원들에 자택 대피 지시",21
2025-06-17,total,"LG CNS, 美 스킬드 AI와 전략적 협력…산업용 AI 휴머노이드 로봇 시장 선점",20
2025-06-17,total,SPC 삼립 시화공장 압수수색 착수,20
2025-06-17,total,"수은, 한전 사우디 태양광발전사업 수주 적극 지원",20
2025-06-16,total,조건부 보석 허가…보증금 1억 원·사건 관련자 연락 금지 등 조건,42
2025-06-16,total,"김용태 ""개혁안 당원조사하면 결과 무관 사퇴""",33
2025-06-16,total,"포스코인터내셔널, 중소기업 수출 경쟁력 위해 관세청과 손잡아",33
2025-06-16,total,국민의힘 신임 원내대표에 송언석 의원,30
2025-06-16,total,"김민석 국무총리 후보자는 16일 ""내 정치자금법 사건의 본질은 정치검찰의 표적 사정""이라고 말했다.",28
2025-06-16,total,"더불어민주당, 8월 2일 전당대회 개최... 차기 당대표 선출",24
2025-06-16,total,윤 대통령 국정수행 평가 긍정 56.4%...민주당 지지율 과반 육박,24
2025-06-16,total,대구시 장애인 취업박람회 및 KOADMEX 잡페어 2025 개최,23
2025-06-16,total,"영주시, 9년 연속 '경북도 산불방지 우수기관' 선정",20
2025-06-16,total,"삼성전자, 혁신 스타트업 발굴 나선다...C랩 아웃사이드 8기 스타트업 공개 모집",20
2025-06-27,total,"與, 오늘 예결위원장 등 6개 상임위원장 선출 시도",46
2025-06-27,total,"현대차그룹, 미국 제이디파워 신차품질조사 2년 연속 1위 달성",28
2025-06-27,total,"김건희 여사, 오늘 퇴원 예정...특검 소환 조사도 본격화",27
2025-06-27,total,"국회, 본회의 개의…민주당 요청에 상임위원장 선출 예정",27
2025-06-27,total,"DB그룹, 이수광 회장 선임으로 전문경영인 체제로 전환",24
2025-06-27,total,"검찰, '대장동 사건' 김만배 징역 12년·유동규 징역 7년 구형",24
2025-06-27,total,"고려아연 신주발행 무효 소송 1심, 영풍 승소",23
2025-06-27,total,27일 오전 인천공항에서 인도네시아 승객이 추락해 숨졌다.,22
2025-06-27,total,"정부, 북한에 댐 방류 사전 통보 요청",21
2025-06-27,total,"네이버, 소상공인 '소상공인엑스포 in(인) 예산' 개최 지원",20
2025-06-26,total,"이재명 대통령, 국회 시정연설서 경제 회복과 민생회복 강조",117
2025-06-26,total,헌재소장 김상환ㆍ헌법재판관 오영준ㆍ국세청장 임광현 지명,47
2025-06-26,total,"이재명 대통령, 국회 첫 시정연설...여야의 다른 반응",42
2025-06-26,total,"윤석열 전 대통령, 내란 특검 출석 시간 조정 요청...비공개 출석도 요구",35
2025-06-26,total,택시 기사 살해 후 택시로 행인 친 20대 남성 긴급체포,31
2025-06-26,total,"검찰, 신세경 악플범에 징역 2년 구형",30
2025-06-26,total,"서거석 전북교육감, 당선 무효형 확정",27
2025-06-26,total,"셀트리온, 약 1000억원 자사주 추가 매입 결정",22
2025-06-26,total,"KT-삼성전자, AI 기반 무선망 최적화 기술 개발",21
2025-06-26,total,"이재명 대통령, 차관급 5명 인선 단행",21
2025-06-25,total,"이재명 대통령, 6.25 전쟁 75주년 메시지로 ""평화가 안보"" 강조",50
2025-06-25,total,"아이오닉 5 N, 우수한 상품성 바탕 현대차 최초 ‘파이브스타 카’ 부문 선정",40
2025-06-25,total,"SKT-리벨리온, 국산 AI 반도체-서비스 결합한 '소버린 AI' 실현 첫걸음",39
2025-06-25,total,"삼성 자산운용, KODEX ETF 순자산 80조 돌파",32
2025-06-25,total,"대리인단, 의견서 제출…""신중하고 현명한 판단 기대""",28
2025-06-25,total,"안철수 국민의힘 의원, 서울 부동산 가격 급등세 지적하며 정부 대책 촉구",25
2025-06-25,total,"최태원 SK그룹 회장 차녀 남편, 美 중동 특수작전사령부 근무 중이란 공습 작전 참여",24
2025-06-25,total,"카카오, 2024 ESG 보고서 발간...AI 리스크 관리 체계 구축 등",23
2025-06-25,total,"LS전선·LS마린솔루션, 한일 해저통신망 구축 프로젝트 참여",22
2025-06-25,total,"송미령 농림축산식품부 장관, '농망법' 표현 사과",21
2025-06-24,total,미국 트럼프 대통령 이스라엘-이란 전면 휴전 합의 발표,64
2025-06-24,total,"연애 예능프로그램 '나는 솔로' 출연 30대 남성, 성폭행 혐의로 경찰에 구속",56
2025-06-24,total,"김성환 환경장관 후보, 기후
에너지부 신설 ""빠른 시일 내 방향 잡겠다""",36
2025-06-24,total,김민석 국무총리 후보자 인사청문회에서 모두발언,28
2025-06-24,total,"에버랜드, 국내 테마파크 최초 테이크아웃 음료 다회용 컵 사용",28
2025-06-24,total,"대전시, 퀀텀 코리아 2025 참가해 양자산업 선도도시 경쟁력 홍보",26
2025-06-24,total,"김부겸 국무총리 후보자, '국무총리직이 내 정치 인생의 마지막일 수도'",25
2025-06-24,total,"경기도, 스타트업 생태계 활성화 나섰다",23
2025-06-24,total,"경북도, 지역사랑상품권 국비 547억원 확보…골목상권 온기 기대",23
2025-06-24,total,전남 농수산식품 수출 3억5000만 달러…28개월 연속 늘어,23
2025-06-23,total,"이재명 대통령, 국방부 등 11개 부처 장관 후보자 지명",65
2025-06-23,total,"이재명 대통령, 나토 정상회의 불참 결정",31
2025-06-23,total,"김용현 측 ""중앙지법 형사34부 전원 기피신청""",29
2025-06-23,total,"방탄소년단 슈가, 세브란스병원에 50억 기부해 자폐스펙트럼장애 소아·청소년 치료센터 건립",27
2025-06-23,total,"금융당국, 중동 정세 불안으로 국내 증시 변동성 커질 가능성 대비 긴급 대응 나서",26
2025-06-23,total,"법정관리 티몬, 회생계획안 강제인가…오아시스 인수는 확정",25
2025-06-23,total,"충남 벤처, 세계시장 진출 길 연다",24
2025-06-23,total,3분기 전기요금 동결…전기료 인하는 무산,23
2025-06-23,total,새로운 지역문화 자원 발굴하는 로컬 콘텐츠 기업 5곳 선정,22
2025-06-23,total,"김민석 국무총리 후보자, 출판기념회에서 수억 원대 현금 받았다고 사실상 자백",21
2025-07-04,total,"김건희 특검팀, 이응근 삼부토건 전 대표 소환 조사",108
2025-07-04,total,"정부, 위약금 면제 결정에 SKT 긴장",98
2025-07-04,total,"이재명 대통령, 김민석 국무총리 등 7명 임명장 수여",86
2025-07-04,total,"우리 군, 군사분계선 넘어온 북한 주민 1명 신병 확보",73
2025-07-04,total,"부산시, 아파트 화재 재발 방지 대책 마련",73
2025-07-04,total,"與, 추경 단독처리 예고… 4일 예결위 전체회의 상정",60
2025-07-04,total,"국민의힘, 대통령실 특활비 증액 요구 비판",53
2025-07-04,total,"트럼프, 주요국에 상호관세율 서한 발송…최대 70%까지 할듯",51
2025-07-04,total,임은정·정진우 검찰 개혁 취임사,47
2025-07-04,total,"걸스데이 출신 방민아, 배우 온주완과 결혼",42
2025-07-03,total,"김민석 국무총리 후보자, 임명동의안 국회 통과",151
2025-07-03,total,"與, '이재명 대통령 취임 30일 기자회견' 긍정 평가 vs 野, '자화자찬뿐', 엇갈린 반응",113
2025-07-03,total,"조은석 특검, 김주현·김성훈 전 수석 소환조사…계엄해제 과정 등 확인",74
2025-07-03,total,상법 개정안 통과에 경제계 '아쉬움',57
2025-07-03,total,"삼성전자서비스·LG전자, 서비스품질 평가 나란히 1위",48
2025-07-03,total,"김건희 여사 의혹수사, 삼부토건 주가조작 의혹이 1호 수사대상",46
2025-07-03,total,"이재명 대통령, 야 5당 지도부와 오찬 회동 진행",45
2025-07-03,total,"SK텔레콤·KT, 자체 개발 거대언어모델(LLM) 오픈소스 공개",44
2025-07-03,total,"국민의힘, 야당의 대통령실 특활비 부활에 맹폭",41
2025-07-03,total,"이재명 대통령, 의정 갈등 해결 위해 대화와 타협 필요 강조",36
2025-07-02,total,"내란특검, 한덕수 전 국무총리 소환 조사",48
2025-07-02,total,"삼성전자, 다음달 31일까지 삼성 아트 스토어를 통해 '슈퍼맨' 아트 워크 10점 무료 공개",34
2025-07-02,total,"국민의힘 혁신위원장 내정…송언석에 혁신위 제안, 당권 대신 당 혁신 선택",28
2025-07-02,total,"포스코그룹, 2024 지속가능경영보고서 발간",28
2025-07-02,total,"전남, 인공태양 연구시설 유치 총력",27
2025-07-02,total,"대형 SUV, 강원 영동고속도로 휴게소 식당 돌진…16명 다쳐",26
2025-07-02,total,글로벌 경제 불확실성 확대로 KRX 금 시장 거래량 사상 최대,25
2025-07-02,total,"사의 밝힌 심우정 검찰총장 '국가의 백년대계로서 형사사법 시스템 설계돼야""",25
2025-07-02,total,11세 김연우 군의 뇌사 장기기증...3명에 새 생명 선물하고 하늘나라로,22
2025-07-02,total,"LG유플러스, 중소기업 제품 오프라인 판매 지원",22
2025-07-01,total,"현대차, 6월 글로벌 시장서 전년比 1.5% 증가 판매",44
2025-07-01,total,"동양생명-ABL생명, 새 대표 선임... 우리금융 자회사 본격 시동",40
2025-07-01,total,"경기도, '경기 중소기업 환변동보험 지원사업' 대상 수입 중소기업까지 확대 시행",37
2025-07-01,total,"국회 행안위, 13조2000억원 규모 '민생회복 소비쿠폰' 추경안 의결",34
2025-07-01,total,심우정 검찰총장 사의 표명...이재명 정부 검찰 개혁에 우려 표명,34
2025-07-01,total,"KT, NH농협은행과 '차세대 컨택센터 구축' 사업 계약 체결",32
2025-07-01,total,연애 리얼리티 프로그램 출연 30대 남성 준강간 혐의 구속 송치,31
2025-07-01,total,"JW중외제약, 면역성 혈소판 감소증 치료제 '타발리스정' 출시",31
2025-07-01,total,"대신증권, 7월 국내 주식 거래 고객 대상 투자 지원금 제공 이벤트",30
2025-07-01,total,"이재명 대통령이 1일 ""주택 또는 부동산이 투자수단이 되면서 주거 불안정을 초래했다""며 대체 투자수단에 필요성을 강조했다.",29
2025-06-30,total,"DL이앤씨, 건설업계 최고 수준 신용등급 유지",36
2025-06-30,total,서울 성북구 소재 문화유산 '성북동 별서'에서 화재 발생,33
2025-06-30,total,서울 관악구 신림동 빌라 흉기 난동 사건...용의자 극단선택,30
2025-06-30,total,"정은경 후보자 ""전공의 복귀 방안 적극 검토""",30
2025-06-30,total,"이재명 대통령, 싱가포르 총리와 통화…""전략적 동반자 관계 수립""",26
2025-06-30,total,김용태 국민의힘 비대위원장 퇴임 기자회견 진행,24
2025-06-30,total,"두산에너빌리티, 성남시, LIG넥스원과 AI?SW 교육 기반 글로컬 융합인재 양성 나서",23
2025-06-30,total,"국민의힘, 내달 1일부터 '송언석 비대위' 체제로 전환",23
2025-06-30,total,내년 공휴일 70일·주5일제 기관 기준 휴일 118일,21
2025-06-30,total,"미래에셋증권, 로보어드바이저 서비스 확대",21
2025-07-11,total,"경기도, 아이돌봄서비스 긴급돌봄 병행 추진…민생회복 소비쿠폰 전담 TF 구성",66
2025-07-11,total,"박상우 국토부 장관, 폭염 대비 건설현장 점검",62
2025-07-11,total,"최저임금 2.9% 인상…소공연 ""경영난 심화 우려""",51
2025-07-11,total,"윤석열, 불법계엄 내란 혐의 조사 불응…특검, 강제구인 방침",50
2025-07-11,total,"인천시, 대미 수출 중소기업에 1500억원 규모 자금 지원",36
2025-07-11,total,"삼성전자, 2025 KBO 리그 올스타전 연계해 갤럭시 신제품 체험존 운영",34
2025-07-11,total,"안희정 의원, 국민의힘 지지율 하락에 ""변화와 쇄신 필요""",33
2025-07-11,total,"윤석열 전 대통령, 내란특검 조사 불응…서울구치소에 건강상 문제 확인 자료 요청",31
2025-07-11,total,"SK온, 엘엔에프와 북미 LFP 배터리 시장 공략",23
2025-07-11,total,"트럼프, 관세 부과 계획 발표",23
2025-07-10,total,"이창용 한은 총재, 수도권 집값 과열 경계감",111
2025-07-10,total,윤석열 전 대통령 재구속에 대한 여야 반응,102
2025-07-10,total,"민중기 특검팀, 김건희 여사 협찬 의혹 기업들 전면 수사 돌입",76
2025-07-10,total,"재구속된 尹, 내란우두머리 재판 불참…특검, 11일 출석요구",62
2025-07-10,total,민생회복 소비쿠폰 지급 앞두고 스미싱 기승 우려,58
2025-07-10,total,"트럼프 미 대통령, 브라질에 50% 관세 폭탄…인도·인도네시아까지 긴장",50
2025-07-10,total,"윤석열 전 대통령, 직권남용 혐의 조사 위해 11일 출석 요구",49
2025-07-10,total,"NCT 태일, 만취 여성 집단 성폭행 혐의로 징역 3년 6개월 실형 선고",47
2025-07-10,total,"삼성전자, AI폰 대중화 선언…2년 내 4억대 이상 확대 목표",45
2025-07-10,total,"리박스쿨 손효숙 대표, 마녀사냥 당해 심신미약 상태 주장",42
2025-07-09,total,"대통령실, 이진숙 방통위원장 국무회의 배석자 제외",107
2025-07-09,total,국민의힘 윤희숙 신임 혁신위원장 임명…'한계론'도,106
2025-07-09,total,윤석열 전 대통령 영장실질심사 진행...지지자들 집결,90
2025-07-09,total,"트럼프 대통령, 한국 등 대상 상호관세 발효 시점 연기",72
2025-07-09,total,"윤석열 전 대통령 구속심사…특검 10명, 구속 필요성 설명",59
2025-07-09,total,"김건희 특검, ‘명태균 의혹’ 최초 제보자 강혜경씨 소환 조사 예정",57
2025-07-09,total,"북한 주민 6명 송환, 북측 거부 반응 없었다",55
